Month-Year,All-items CPI,Province
2010-04,117.9,NS
2010-05,117.8,NS
2010-06,117.3,NS
2010-07,118.6,NS
2010-08,118.7,NS
2010-09,118.8,NS
2010-10,119.3,NS
2010-11,119.6,NS
2010-12,119.4,NS
2011-01,120.4,NS
2011-02,120.9,NS
2011-03,122.3,NS
2011-04,122.9,NS
2011-05,123.2,NS
2011-06,122.5,NS
2011-07,122.8,NS
2011-08,123.2,NS
2011-09,123.8,NS
2011-10,123.9,NS
2011-11,124,NS
2011-12,122.7,NS
2012-01,123.7,NS
2012-02,124.3,NS
2012-03,125.3,NS
2012-04,126.1,NS
2012-05,125.6,NS
2012-06,124.8,NS
2012-07,124.5,NS
2012-08,125,NS
2012-09,125.7,NS
2012-10,125.6,NS
2012-11,125.5,NS
2012-12,124.9,NS
2013-01,125.4,NS
2013-02,126.7,NS
2013-03,126.7,NS
2013-04,126.8,NS
2013-05,126.4,NS
2013-06,126.4,NS
2013-07,126.4,NS
2013-08,126.6,NS
2013-09,127.3,NS
2013-10,126.7,NS
2013-11,126.7,NS
2013-12,126.7,NS
2014-01,127.4,NS
2014-02,128.4,NS
2014-03,128.9,NS
2014-04,129.1,NS
2014-05,129.5,NS
2014-06,129.2,NS
2014-07,128.9,NS
2014-08,129,NS
2014-09,129.5,NS
2014-10,129.4,NS
2014-11,128.6,NS
2014-12,127.4,NS
2015-01,126.9,NS
2015-02,128,NS
2015-03,129.6,NS
2015-04,129.5,NS
2015-05,130.2,NS
2015-06,130.2,NS
2015-07,130.1,NS
2015-08,130,NS
2015-09,129.5,NS
2015-10,129.8,NS
2015-11,129.2,NS
2015-12,128.9,NS
2016-01,129.4,NS
2016-02,129.6,NS
2016-03,130.1,NS
2016-04,131,NS
2016-05,131.6,NS
2016-06,131.8,NS
2016-07,131.2,NS
2016-08,131.2,NS
2016-09,131.6,NS
2016-10,131.6,NS
2016-11,130.9,NS
2016-12,130.6,NS
2017-01,131.7,NS
2017-02,131.4,NS
2017-03,131.8,NS
2017-04,132,NS
2017-05,132.2,NS
2017-06,132.4,NS
2017-07,132.4,NS
2017-08,132.6,NS
2017-09,133.3,NS
2017-10,132.8,NS
2017-11,133.2,NS
2017-12,132.8,NS
2018-01,133.5,NS
2018-02,134.4,NS
2018-03,135,NS
2018-04,135.7,NS
2018-05,135.2,NS
2018-06,135.3,NS
2018-07,136,NS
2018-08,136.2,NS
2018-09,135.5,NS
2018-10,136.6,NS
2018-11,135.6,NS
2018-12,134.9,NS
2019-01,135,NS
2019-02,135.7,NS
2019-03,136.8,NS
2019-04,137.4,NS
2019-05,137.8,NS
2019-06,137.4,NS
2019-07,138.5,NS
2019-08,138.4,NS
2019-09,138.4,NS
2019-10,138,NS
2019-11,138.4,NS
2019-12,137.9,NS
2020-01,138.5,NS
2020-02,139.1,NS
2020-03,138,NS
2020-04,136.6,NS
2020-05,136.5,NS
2020-06,137.6,NS
2020-07,137.8,NS
2020-08,137.5,NS
2020-09,137.5,NS
2020-10,138.4,NS
2020-11,138.7,NS
2020-12,138.7,NS
2021-01,140.3,NS
2021-02,140.8,NS
2021-03,141.8,NS
2021-04,142.3,NS
2021-05,143.1,NS
2021-06,143.2,NS
2021-07,144.2,NS
2021-08,144.5,NS
2021-09,144.6,NS
2021-10,145.9,NS
2021-11,146,NS
2021-12,145.4,NS
2022-01,147.2,NS
2022-02,148.8,NS
2022-03,151.4,NS
2022-04,152.4,NS
2022-05,155.7,NS
2022-06,156.5,NS
2022-07,156.7,NS
2022-08,155.7,NS
2022-09,155.2,NS
2022-10,157.1,NS
2022-11,158.5,NS
2022-12,156.4,NS
2023-01,157.3,NS
2023-02,158.4,NS
2023-03,158.4,NS
2023-04,159.3,NS
2023-05,158.8,NS
2023-06,159.4,NS
2023-07,162.1,NS
2023-08,163,NS
2023-09,162.7,NS
2023-10,162.2,NS
2023-11,162.5,NS
2023-12,162.1,NS
2024-01,162,NS
2024-02,162.8,NS
2024-03,163.7,NS
2024-04,164.3,NS
2024-05,164.7,NS
2024-06,165,NS
1978-09,38.2,NB
1978-10,38.6,NB
1978-11,39,NB
1978-12,39,NB
1979-01,39.2,NB
1979-02,39.5,NB
1979-03,40.1,NB
1979-04,40.5,NB
1979-05,40.8,NB
1979-06,41,NB
1979-07,41.3,NB
1979-08,41.5,NB
1979-09,41.9,NB
1979-10,42.1,NB
1979-11,42.3,NB
1979-12,42.6,NB
1980-01,42.8,NB
1980-02,43.3,NB
1980-03,43.8,NB
1980-04,44,NB
1980-05,44.7,NB
1980-06,45.2,NB
1980-07,45.4,NB
1980-08,46,NB
1980-09,46.4,NB
1980-10,47,NB
1980-11,47.5,NB
1980-12,47.7,NB
1981-01,48.1,NB
1981-02,48.6,NB
1981-03,49.3,NB
1981-04,49.7,NB
1981-05,50.2,NB
1981-06,51,NB
1981-07,51.4,NB
1981-08,51.8,NB
1981-09,52,NB
1981-10,52.4,NB
1981-11,53,NB
1981-12,53,NB
1982-01,53.3,NB
1982-02,54,NB
1982-03,54.7,NB
1982-04,54.8,NB
1982-05,55.4,NB
1982-06,55.5,NB
1982-07,55.8,NB
1982-08,56,NB
1982-09,56.3,NB
1982-10,56.9,NB
1982-11,57.2,NB
1982-12,57.2,NB
1983-01,57,NB
1983-02,57.2,NB
1983-03,57.9,NB
1983-04,58.2,NB
1983-05,59.4,NB
1983-06,59.5,NB
1983-07,59.8,NB
1983-08,60.2,NB
1983-09,60.5,NB
1983-10,60.6,NB
1983-11,60.8,NB
1983-12,60.7,NB
1984-01,61.2,NB
1984-02,61.6,NB
1984-03,61.7,NB
1984-04,61.8,NB
1984-05,62,NB
1984-06,62.1,NB
1984-07,62.5,NB
1984-08,62.6,NB
1984-09,62.6,NB
1984-10,62.8,NB
1984-11,63.2,NB
1984-12,63.4,NB
1985-01,63.6,NB
1985-02,64.1,NB
1985-03,64.3,NB
1985-04,64.5,NB
1985-05,64.6,NB
1985-06,65.2,NB
1985-07,65.5,NB
1985-08,65.7,NB
1985-09,65.9,NB
1985-10,66.1,NB
1985-11,66.1,NB
1985-12,66.3,NB
1986-01,67,NB
1986-02,67.6,NB
1986-03,67.5,NB
1986-04,67.3,NB
1986-05,67.6,NB
1986-06,67.2,NB
1986-07,67.2,NB
1986-08,67.2,NB
1986-09,67.1,NB
1986-10,67.6,NB
1986-11,68,NB
1986-12,68.1,NB
1987-01,68.1,NB
1987-02,68.3,NB
1987-03,68.6,NB
1987-04,68.9,NB
1987-05,69.1,NB
1987-06,69.3,NB
1987-07,69.6,NB
1987-08,69.6,NB
1987-09,69.6,NB
1987-10,70.3,NB
1987-11,70.4,NB
1987-12,70.4,NB
1988-01,70.7,NB
1988-02,70.9,NB
1988-03,71,NB
1988-04,71.1,NB
1988-05,71.1,NB
1988-06,71.5,NB
1988-07,72.1,NB
1988-08,72.4,NB
1988-09,72.5,NB
1988-10,72.6,NB
1988-11,72.9,NB
1988-12,72.9,NB
1989-01,73.3,NB
1989-02,73.4,NB
1989-03,73.6,NB
1989-04,74.3,NB
1989-05,75,NB
1989-06,75.4,NB
1989-07,76.1,NB
1989-08,76.2,NB
1989-09,76.1,NB
1989-10,76.1,NB
1989-11,76.4,NB
1989-12,76.4,NB
1990-01,76.8,NB
1990-02,77.7,NB
1990-03,77.8,NB
1990-04,78.1,NB
1990-05,78,NB
1990-06,78.1,NB
1990-07,78.5,NB
1990-08,78.7,NB
1990-09,79.1,NB
1990-10,79.8,NB
1990-11,80.4,NB
1990-12,80.8,NB
1991-01,83.2,NB
1991-02,83.4,NB
1991-03,83.5,NB
1991-04,83.5,NB
1991-05,83.6,NB
1991-06,83.8,NB
1991-07,84.1,NB
1991-08,83.9,NB
1991-09,83.8,NB
1991-10,84,NB
1991-11,84.5,NB
1991-12,84,NB
1992-01,83.9,NB
1992-02,84.2,NB
1992-03,84.7,NB
1992-04,84.2,NB
1992-05,84.3,NB
1992-06,84.4,NB
1992-07,84.3,NB
1992-08,84.3,NB
1992-09,84.1,NB
1992-10,84.2,NB
1992-11,84.7,NB
1992-12,84.2,NB
1993-01,84.3,NB
1993-02,84.8,NB
1993-03,84.9,NB
1993-04,85.2,NB
1993-05,85.2,NB
1993-06,85.5,NB
1993-07,85.5,NB
1993-08,85.7,NB
1993-09,85.5,NB
1993-10,85.8,NB
1993-11,86.2,NB
1993-12,85.9,NB
1994-01,86.2,NB
1994-02,85.3,NB
1994-03,85.3,NB
1994-04,85.2,NB
1994-05,85.5,NB
1994-06,85.5,NB
1994-07,86,NB
1994-08,86.2,NB
1994-09,86.1,NB
1994-10,86.3,NB
1994-11,86.4,NB
1994-12,86.2,NB
1995-01,86.5,NB
1995-02,86.8,NB
1995-03,87.2,NB
1995-04,87.2,NB
1995-05,87.7,NB
1995-06,87.6,NB
1995-07,87.5,NB
1995-08,87,NB
1995-09,87.4,NB
1995-10,87.3,NB
1995-11,87.2,NB
1995-12,86.8,NB
1996-01,87.4,NB
1996-02,87.7,NB
1996-03,87.9,NB
1996-04,88.2,NB
1996-05,88.7,NB
1996-06,88.3,NB
1996-07,88.3,NB
1996-08,88.5,NB
1996-09,88.5,NB
1996-10,89.2,NB
1996-11,89.5,NB
1996-12,89.5,NB
1997-01,89.7,NB
1997-02,89.8,NB
1997-03,90.1,NB
1997-04,90.2,NB
1997-05,90.1,NB
1997-06,89.7,NB
1997-07,89.9,NB
1997-08,90.1,NB
1997-09,90.6,NB
1997-10,90.6,NB
1997-11,90.5,NB
1997-12,90.4,NB
1998-01,90.7,NB
1998-02,90.8,NB
1998-03,90.8,NB
1998-04,90.5,NB
1998-05,90.7,NB
1998-06,90.5,NB
1998-07,90.3,NB
1998-08,90.6,NB
1998-09,90.3,NB
1998-10,90.9,NB
1998-11,90.9,NB
1998-12,90.6,NB
1999-01,90.2,NB
1999-02,90.7,NB
1999-03,90.8,NB
1999-04,91.8,NB
1999-05,92.2,NB
1999-06,92,NB
1999-07,92.1,NB
1999-08,92.7,NB
1999-09,93.2,NB
1999-10,93.1,NB
1999-11,93.1,NB
1999-12,93.4,NB
2000-01,93,NB
2000-02,93.7,NB
2000-03,94.6,NB
2000-04,94.5,NB
2000-05,94.7,NB
2000-06,95.3,NB
2000-07,95.6,NB
2000-08,95.5,NB
2000-09,95.9,NB
2000-10,96,NB
2000-11,96.5,NB
2000-12,96,NB
2001-01,95.6,NB
2001-02,96,NB
2001-03,96.2,NB
2001-04,96.8,NB
2001-05,97.6,NB
2001-06,97.5,NB
2001-07,97.1,NB
2001-08,97.1,NB
2001-09,97.3,NB
2001-10,96.8,NB
2001-11,96.6,NB
2001-12,96.4,NB
2002-01,96.7,NB
2002-02,97,NB
2002-03,97.6,NB
2002-04,99.2,NB
2002-05,99.8,NB
2002-06,100,NB
2002-07,100.8,NB
2002-08,101.1,NB
2002-09,101.3,NB
2002-10,101.7,NB
2002-11,102.5,NB
2002-12,102.4,NB
2003-01,103.2,NB
2003-02,104,NB
2003-03,104.3,NB
2003-04,103.7,NB
2003-05,103,NB
2003-06,103,NB
2003-07,103.4,NB
2003-08,103.5,NB
2003-09,103.7,NB
2003-10,103,NB
2003-11,103,NB
2003-12,102.9,NB
2004-01,103.3,NB
2004-02,103.8,NB
2004-03,104.2,NB
2004-04,104.1,NB
2004-05,105.1,NB
2004-06,105.3,NB
2004-07,105.2,NB
2004-08,105.2,NB
2004-09,105.1,NB
2004-10,105.5,NB
2004-11,106,NB
2004-12,105.6,NB
2005-01,105.6,NB
2005-02,105.9,NB
2005-03,106.8,NB
2005-04,107.1,NB
2005-05,107,NB
2005-06,106.9,NB
2005-07,107.5,NB
2005-08,108,NB
2005-09,109.2,NB
2005-10,108.4,NB
2005-11,108.2,NB
2005-12,108.3,NB
2006-01,108.8,NB
2006-02,108.7,NB
2006-03,109.1,NB
2006-04,110,NB
2006-05,110.1,NB
2006-06,110,NB
2006-07,109.7,NB
2006-08,110,NB
2006-09,108.8,NB
2006-10,107.8,NB
2006-11,108.4,NB
2006-12,109.1,NB
2007-01,109.2,NB
2007-02,109.6,NB
2007-03,110.7,NB
2007-04,111.2,NB
2007-05,111.6,NB
2007-06,112.1,NB
2007-07,112.1,NB
2007-08,111.4,NB
2007-09,112,NB
2007-10,111.4,NB
2007-11,111.9,NB
2007-12,111.9,NB
2008-01,111.7,NB
2008-02,111.7,NB
2008-03,112.1,NB
2008-04,112.8,NB
2008-05,113.9,NB
2008-06,114.5,NB
2008-07,114.9,NB
2008-08,114.3,NB
2008-09,114.7,NB
2008-10,113.4,NB
2008-11,112.6,NB
2008-12,111.2,NB
2009-01,111.1,NB
2009-02,112,NB
2009-03,112.3,NB
2009-04,112.5,NB
2009-05,113.7,NB
2009-06,114.5,NB
2009-07,114.4,NB
2009-08,114.1,NB
2009-09,114.2,NB
2009-10,114,NB
2009-11,115.1,NB
2009-12,114.5,NB
2010-01,115.4,NB
2010-02,115.6,NB
2010-03,115.8,NB
2010-04,115.8,NB
2010-05,115.7,NB
2010-06,115.7,NB
2010-07,115.9,NB
2010-08,116,NB
2010-09,116,NB
2010-10,116.1,NB
2010-11,116.7,NB
2010-12,116.6,NB
2011-01,117.2,NB
2011-02,118.2,NB
2011-03,119.4,NB
2011-04,120,NB
2011-05,120.5,NB
2011-06,119.9,NB
2011-07,120.3,NB
2011-08,120.7,NB
2011-09,120.9,NB
2011-10,120.8,NB
2011-11,121.3,NB
2011-12,120.4,NB
2012-01,121,NB
2012-02,121.3,NB
2012-03,122.3,NB
2012-04,123.1,NB
2012-05,122.7,NB
2012-06,121.6,NB
2012-07,121.4,NB
2012-08,121.9,NB
2012-09,122.7,NB
2012-10,122.5,NB
2012-11,122,NB
2012-12,121.2,NB
2013-01,121.5,NB
2013-02,123.1,NB
2013-03,123.3,NB
2013-04,122.8,NB
2013-05,122.6,NB
2013-06,122.5,NB
2013-07,122.6,NB
2013-08,123,NB
2013-09,123.5,NB
2013-10,123.5,NB
2013-11,123.5,NB
2013-12,123.5,NB
2014-01,123.4,NB
2014-02,124.4,NB
2014-03,125.1,NB
2014-04,125,NB
2014-05,125.3,NB
2014-06,124.9,NB
2014-07,124.8,NB
2014-08,124.9,NB
2014-09,125.2,NB
2014-10,125.5,NB
2014-11,124.9,NB
2014-12,124.1,NB
2015-01,123.1,NB
2015-02,124.2,NB
2015-03,125.5,NB
2015-04,124.9,NB
2015-05,126.1,NB
2015-06,126.2,NB
2015-07,126.3,NB
2015-08,126.2,NB
2015-09,125.6,NB
2015-10,125.9,NB
2015-11,125.8,NB
2015-12,125.5,NB
2016-01,126,NB
2016-02,126.4,NB
2016-03,126.9,NB
2016-04,127.7,NB
2016-05,128.1,NB
2016-06,128.5,NB
2016-07,129.4,NB
2016-08,129,NB
2016-09,129.4,NB
2016-10,129.4,NB
2016-11,128.9,NB
2016-12,128.4,NB
2017-01,130.1,NB
2017-02,130,NB
2017-03,130.5,NB
2017-04,131.2,NB
2017-05,131.2,NB
2017-06,131.1,NB
2017-07,131.2,NB
2017-08,131.3,NB
2017-09,131.6,NB
2017-10,131.4,NB
2017-11,132.4,NB
2017-12,132.1,NB
2018-01,132.5,NB
2018-02,133.5,NB
2018-03,133.8,NB
2018-04,134.1,NB
2018-05,133.9,NB
2018-06,134,NB
2018-07,134.8,NB
2018-08,134.7,NB
2018-09,134.2,NB
2018-10,135.1,NB
2018-11,134.1,NB
2018-12,133.3,NB
2019-01,134,NB
2019-02,134.7,NB
2019-03,135.9,NB
2019-04,136.4,NB
2019-05,136.7,NB
2019-06,136.3,NB
2019-07,137.1,NB
2019-08,137.4,NB
2019-09,136.6,NB
2019-10,136.8,NB
2019-11,137.3,NB
2019-12,136.4,NB
2020-01,137.3,NB
2020-02,137.6,NB
2020-03,136.6,NB
2020-04,134.6,NB
2020-05,135.6,NB
2020-06,136.6,NB
2020-07,137.1,NB
2020-08,136.6,NB
2020-09,136.3,NB
2020-10,137,NB
2020-11,136.8,NB
2020-12,136.9,NB
2021-01,138.2,NB
2021-02,138.7,NB
2021-03,139.2,NB
2021-04,140.3,NB
2021-05,141.4,NB
2021-06,141.5,NB
2021-07,142.5,NB
2021-08,143,NB
2021-09,143.3,NB
2021-10,144.5,NB
2021-11,144.6,NB
2021-12,144.3,NB
2022-01,145.5,NB
2022-02,147,NB
2022-03,149.5,NB
2022-04,150.9,NB
2022-05,153.8,NB
2022-06,154.4,NB
2022-07,153.9,NB
2022-08,153.6,NB
2022-09,153.1,NB
2022-10,154.4,NB
2022-11,155.9,NB
2022-12,153.4,NB
2023-01,154.9,NB
2023-02,155.6,NB
2023-03,155.8,NB
2023-04,157.4,NB
2023-05,157.3,NB
2023-06,157.6,NB
2023-07,158.3,NB
2023-08,158.9,NB
2023-09,159.3,NB
2023-10,158.8,NB
2023-11,158.5,NB
2023-12,157.8,NB
2024-01,158.5,NB
2024-02,158.9,NB
2024-03,159.8,NB
2024-04,162,NB
2024-05,161.9,NB
2024-06,162,NB
1978-09,37.6,QC
1978-10,37.8,QC
1978-11,38.1,QC
1978-12,38.3,QC
1979-01,38.6,QC
1979-02,39,QC
1979-03,39.5,QC
1979-04,39.9,QC
1979-05,40.2,QC
1979-06,40.2,QC
1979-07,40.6,QC
1979-08,40.9,QC
1979-09,41.3,QC
1979-10,41.6,QC
1979-11,42,QC
1979-12,42.2,QC
1980-01,42.4,QC
1980-02,42.8,QC
1980-03,43.3,QC
1980-04,43.5,QC
1980-05,43.9,QC
1980-06,44.5,QC
1980-07,44.8,QC
1980-08,45.4,QC
1980-09,45.7,QC
1980-10,46.1,QC
1980-11,46.9,QC
1980-12,46.9,QC
1981-01,47.5,QC
1981-02,48.1,QC
1981-03,48.6,QC
1981-04,49.1,QC
1981-05,49.4,QC
1981-06,50.1,QC
1981-07,50.6,QC
1981-08,50.9,QC
1981-09,51.4,QC
1981-10,51.7,QC
1981-11,52.3,QC
1981-12,53.1,QC
1982-01,53.3,QC
1982-02,54.1,QC
1982-03,54.4,QC
1982-04,54.9,QC
1982-05,55.6,QC
1982-06,56.3,QC
1982-07,56.5,QC
1982-08,56.9,QC
1982-09,57.2,QC
1982-10,57.5,QC
1982-11,57.9,QC
1982-12,57.9,QC
1983-01,57.5,QC
1983-02,57.7,QC
1983-03,58.3,QC
1983-04,58.5,QC
1983-05,58.8,QC
1983-06,59.1,QC
1983-07,59.3,QC
1983-08,59.7,QC
1983-09,59.8,QC
1983-10,60.2,QC
1983-11,60.2,QC
1983-12,60.4,QC
1984-01,60.4,QC
1984-02,60.9,QC
1984-03,61.1,QC
1984-04,61.4,QC
1984-05,61.4,QC
1984-06,61.6,QC
1984-07,61.9,QC
1984-08,61.5,QC
1984-09,61.6,QC
1984-10,61.8,QC
1984-11,62.3,QC
1984-12,62.4,QC
1985-01,62.6,QC
1985-02,63.2,QC
1985-03,63.2,QC
1985-04,63.5,QC
1985-05,63.8,QC
1985-06,64.3,QC
1985-07,64.5,QC
1985-08,64.7,QC
1985-09,64.9,QC
1985-10,65,QC
1985-11,65.2,QC
1985-12,65.6,QC
1986-01,65.8,QC
1986-02,66.2,QC
1986-03,66.5,QC
1986-04,66.7,QC
1986-05,66.9,QC
1986-06,66.8,QC
1986-07,67.3,QC
1986-08,67.7,QC
1986-09,67.7,QC
1986-10,68.1,QC
1986-11,68.7,QC
1986-12,68.8,QC
1987-01,68.7,QC
1987-02,69.2,QC
1987-03,69.3,QC
1987-04,69.6,QC
1987-05,69.9,QC
1987-06,70.1,QC
1987-07,70.5,QC
1987-08,70.5,QC
1987-09,70.5,QC
1987-10,71.1,QC
1987-11,71.4,QC
1987-12,71.4,QC
1988-01,71.4,QC
1988-02,71.9,QC
1988-03,72.1,QC
1988-04,72.3,QC
1988-05,72.5,QC
1988-06,72.7,QC
1988-07,73,QC
1988-08,73.3,QC
1988-09,73.2,QC
1988-10,73.6,QC
1988-11,73.8,QC
1988-12,73.9,QC
1989-01,74,QC
1989-02,74.7,QC
1989-03,74.9,QC
1989-04,75.1,QC
1989-05,75.8,QC
1989-06,76.3,QC
1989-07,76.6,QC
1989-08,76.6,QC
1989-09,76.4,QC
1989-10,76.9,QC
1989-11,77.1,QC
1989-12,76.8,QC
1990-01,77.6,QC
1990-02,78,QC
1990-03,78.2,QC
1990-04,78.1,QC
1990-05,78.6,QC
1990-06,78.9,QC
1990-07,79.3,QC
1990-08,79.5,QC
1990-09,79.6,QC
1990-10,80.4,QC
1990-11,81,QC
1990-12,81,QC
1991-01,84,QC
1991-02,84,QC
1991-03,84.5,QC
1991-04,84.6,QC
1991-05,84.9,QC
1991-06,85.3,QC
1991-07,85.3,QC
1991-08,85.3,QC
1991-09,85.4,QC
1991-10,85.5,QC
1991-11,85.7,QC
1991-12,85.3,QC
1992-01,86,QC
1992-02,86,QC
1992-03,86.2,QC
1992-04,86.2,QC
1992-05,86.3,QC
1992-06,86.5,QC
1992-07,86.7,QC
1992-08,86.7,QC
1992-09,86.7,QC
1992-10,87,QC
1992-11,87.3,QC
1992-12,87.3,QC
1993-01,87.6,QC
1993-02,87.6,QC
1993-03,87.9,QC
1993-04,87.7,QC
1993-05,87.6,QC
1993-06,87.6,QC
1993-07,87.6,QC
1993-08,87.6,QC
1993-09,87.6,QC
1993-10,87.6,QC
1993-11,88.3,QC
1993-12,88.2,QC
1994-01,88,QC
1994-02,86.4,QC
1994-03,86.5,QC
1994-04,86.4,QC
1994-05,86,QC
1994-06,86.4,QC
1994-07,86.4,QC
1994-08,86.4,QC
1994-09,86.4,QC
1994-10,86.2,QC
1994-11,86.8,QC
1994-12,86.7,QC
1995-01,87.2,QC
1995-02,87.5,QC
1995-03,87.6,QC
1995-04,88.2,QC
1995-05,88.4,QC
1995-06,88.3,QC
1995-07,88.5,QC
1995-08,88.2,QC
1995-09,88.4,QC
1995-10,88.2,QC
1995-11,88.5,QC
1995-12,88.3,QC
1996-01,88.5,QC
1996-02,88.8,QC
1996-03,89.1,QC
1996-04,89.4,QC
1996-05,89.8,QC
1996-06,89.8,QC
1996-07,89.6,QC
1996-08,89.6,QC
1996-09,89.6,QC
1996-10,90,QC
1996-11,90.3,QC
1996-12,89.9,QC
1997-01,90.2,QC
1997-02,90.5,QC
1997-03,90.5,QC
1997-04,90.6,QC
1997-05,90.7,QC
1997-06,91.1,QC
1997-07,91,QC
1997-08,91.1,QC
1997-09,90.9,QC
1997-10,91,QC
1997-11,91,QC
1997-12,90.8,QC
1998-01,91.9,QC
1998-02,92,QC
1998-03,91.8,QC
1998-04,91.9,QC
1998-05,92.2,QC
1998-06,92.4,QC
1998-07,92.1,QC
1998-08,92.2,QC
1998-09,92,QC
1998-10,92.2,QC
1998-11,92.3,QC
1998-12,92,QC
1999-01,92.2,QC
1999-02,92.3,QC
1999-03,92.9,QC
1999-04,93.3,QC
1999-05,93.4,QC
1999-06,93.6,QC
1999-07,93.8,QC
1999-08,93.8,QC
1999-09,94.1,QC
1999-10,94.4,QC
1999-11,94.2,QC
1999-12,94.1,QC
2000-01,94.1,QC
2000-02,94.8,QC
2000-03,95.2,QC
2000-04,94.9,QC
2000-05,95.3,QC
2000-06,96.2,QC
2000-07,96.2,QC
2000-08,96,QC
2000-09,96.4,QC
2000-10,96.5,QC
2000-11,96.7,QC
2000-12,96.8,QC
2001-01,96.7,QC
2001-02,97.3,QC
2001-03,97.6,QC
2001-04,98.5,QC
2001-05,98.9,QC
2001-06,98.4,QC
2001-07,98.4,QC
2001-08,98.5,QC
2001-09,98.4,QC
2001-10,98,QC
2001-11,97.7,QC
2001-12,97.9,QC
2002-01,98.1,QC
2002-02,98.8,QC
2002-03,99,QC
2002-04,99.5,QC
2002-05,99.4,QC
2002-06,99.7,QC
2002-07,100.6,QC
2002-08,100.7,QC
2002-09,100.7,QC
2002-10,101,QC
2002-11,101.3,QC
2002-12,101.3,QC
2003-01,102,QC
2003-02,103.1,QC
2003-03,103.3,QC
2003-04,102.4,QC
2003-05,102.4,QC
2003-06,102.3,QC
2003-07,102.4,QC
2003-08,102.5,QC
2003-09,102.3,QC
2003-10,102.4,QC
2003-11,102.7,QC
2003-12,102.7,QC
2004-01,103.2,QC
2004-02,103.6,QC
2004-03,103.9,QC
2004-04,103.8,QC
2004-05,104.8,QC
2004-06,104.8,QC
2004-07,104.6,QC
2004-08,104.5,QC
2004-09,104.7,QC
2004-10,105.3,QC
2004-11,105.5,QC
2004-12,105.2,QC
2005-01,105.3,QC
2005-02,105.6,QC
2005-03,106.4,QC
2005-04,106.4,QC
2005-05,106.5,QC
2005-06,106.8,QC
2005-07,107,QC
2005-08,107.4,QC
2005-09,108.5,QC
2005-10,107.7,QC
2005-11,107.5,QC
2005-12,107.4,QC
2006-01,108.1,QC
2006-02,108,QC
2006-03,108.4,QC
2006-04,109.1,QC
2006-05,109.3,QC
2006-06,109.1,QC
2006-07,109.2,QC
2006-08,109.2,QC
2006-09,108.4,QC
2006-10,108.4,QC
2006-11,108.6,QC
2006-12,108.7,QC
2007-01,108.8,QC
2007-02,109.6,QC
2007-03,110.4,QC
2007-04,110.6,QC
2007-05,111.1,QC
2007-06,110.7,QC
2007-07,110.6,QC
2007-08,110.1,QC
2007-09,110.5,QC
2007-10,110.5,QC
2007-11,110.8,QC
2007-12,111.1,QC
2008-01,111,QC
2008-02,111.4,QC
2008-03,111.7,QC
2008-04,112.4,QC
2008-05,113.6,QC
2008-06,114.1,QC
2008-07,114.1,QC
2008-08,113.5,QC
2008-09,114,QC
2008-10,113,QC
2008-11,112.4,QC
2008-12,111.7,QC
2009-01,111.5,QC
2009-02,112.3,QC
2009-03,112.6,QC
2009-04,112.7,QC
2009-05,113.7,QC
2009-06,114.3,QC
2009-07,113.8,QC
2009-08,113.9,QC
2009-09,113.7,QC
2009-10,113.6,QC
2009-11,114.3,QC
2009-12,114,QC
2010-01,114,QC
2010-02,114.2,QC
2010-03,114.5,QC
2010-04,114.8,QC
2010-05,114.9,QC
2010-06,114.8,QC
2010-07,114.5,QC
2010-08,114.6,QC
2010-09,114.8,QC
2010-10,115.2,QC
2010-11,115.6,QC
2010-12,115.8,QC
2011-01,116.4,QC
2011-02,116.7,QC
2011-03,118.3,QC
2011-04,118.5,QC
2011-05,118.9,QC
2011-06,118.2,QC
2011-07,118.3,QC
2011-08,118.5,QC
2011-09,118.7,QC
2011-10,119,QC
2011-11,119.3,QC
2011-12,118.7,QC
2012-01,119.7,QC
2012-02,120.4,QC
2012-03,120.8,QC
2012-04,121.3,QC
2012-05,121.1,QC
2012-06,120.6,QC
2012-07,120.5,QC
2012-08,120.9,QC
2012-09,120.9,QC
2012-10,121.3,QC
2012-11,121.1,QC
2012-12,120.5,QC
2013-01,120.4,QC
2013-02,122.1,QC
2013-03,121.8,QC
2013-04,121.8,QC
2013-05,121.9,QC
2013-06,121.8,QC
2013-07,121.8,QC
2013-08,121.9,QC
2013-09,122,QC
2013-10,121.6,QC
2013-11,121.8,QC
2013-12,121.5,QC
2014-01,121.7,QC
2014-02,122.6,QC
2014-03,122.9,QC
2014-04,123.4,QC
2014-05,123.8,QC
2014-06,123.9,QC
2014-07,123.7,QC
2014-08,123.8,QC
2014-09,123.9,QC
2014-10,124.3,QC
2014-11,123.8,QC
2014-12,122.8,QC
2015-01,122.6,QC
2015-02,123.9,QC
2015-03,124.7,QC
2015-04,124.7,QC
2015-05,125.3,QC
2015-06,125.2,QC
2015-07,125.3,QC
2015-08,125.2,QC
2015-09,125.1,QC
2015-10,125.2,QC
2015-11,124.9,QC
2015-12,124.4,QC
2016-01,124.6,QC
2016-02,125.1,QC
2016-03,125.6,QC
2016-04,126,QC
2016-05,126.2,QC
2016-06,126,QC
2016-07,125.6,QC
2016-08,125.3,QC
2016-09,125.8,QC
2016-10,125.9,QC
2016-11,125.6,QC
2016-12,125.2,QC
2017-01,126.2,QC
2017-02,126.6,QC
2017-03,126.7,QC
