Month-Year,All-items CPI,Province
2007-01,109.6,NL
2007-02,110.1,NL
2007-03,110.8,NL
2007-04,111.1,NL
2007-05,111.4,NL
2007-06,111.9,NL
2007-07,111.6,NL
2007-08,111.1,NL
2007-09,111.1,NL
2007-10,111.2,NL
2007-11,111.6,NL
2007-12,111.8,NL
2008-01,111.9,NL
2008-02,112.4,NL
2008-03,112.9,NL
2008-04,113.6,NL
2008-05,114.5,NL
2008-06,115.4,NL
2008-07,116.3,NL
2008-08,115.8,NL
2008-09,116.2,NL
2008-10,115.1,NL
2008-11,114.3,NL
2008-12,113.1,NL
2009-01,112.9,NL
2009-02,113.4,NL
2009-03,113.5,NL
2009-04,114.1,NL
2009-05,115.2,NL
2009-06,115.8,NL
2009-07,115.2,NL
2009-08,115,NL
2009-09,115.2,NL
2009-10,114.6,NL
2009-11,115.6,NL
2009-12,115.2,NL
2010-01,116.5,NL
2010-02,116.3,NL
2010-03,117.1,NL
2010-04,117,NL
2010-05,117.2,NL
2010-06,117.2,NL
2010-07,117.6,NL
2010-08,117.8,NL
2010-09,117.8,NL
2010-10,118,NL
2010-11,118.1,NL
2010-12,118.1,NL
2011-01,119,NL
2011-02,119.7,NL
2011-03,120.9,NL
2011-04,121.5,NL
2011-05,121.5,NL
2011-06,120.9,NL
2011-07,121.6,NL
2011-08,122,NL
2011-09,122.3,NL
2011-10,122.1,NL
2011-11,122.9,NL
2011-12,121.9,NL
2012-01,122.5,NL
2012-02,123,NL
2012-03,123.9,NL
2012-04,125.2,NL
2012-05,124.5,NL
2012-06,123.5,NL
2012-07,123.6,NL
2012-08,124,NL
2012-09,124.5,NL
2012-10,124.8,NL
2012-11,124.3,NL
2012-12,123.5,NL
2013-01,123.6,NL
2013-02,125.8,NL
2013-03,125.9,NL
2013-04,125.9,NL
2013-05,125.9,NL
2013-06,126,NL
2013-07,126.1,NL
2013-08,126,NL
2013-09,126.6,NL
2013-10,126.7,NL
2013-11,127,NL
2013-12,126.6,NL
2014-01,126.7,NL
2014-02,127.6,NL
2014-03,128.4,NL
2014-04,128.8,NL
2014-05,129.2,NL
2014-06,129.1,NL
2014-07,128.9,NL
2014-08,129.1,NL
2014-09,129.1,NL
2014-10,129,NL
2014-11,127.9,NL
2014-12,126.8,NL
2015-01,126.2,NL
2015-02,127.5,NL
2015-03,128.9,NL
2015-04,128.3,NL
2015-05,129.6,NL
2015-06,129.9,NL
2015-07,129.8,NL
2015-08,130,NL
2015-09,129.6,NL
2015-10,129.7,NL
2015-11,129.3,NL
2015-12,128.6,NL
2016-01,129.2,NL
2016-02,129.6,NL
2016-03,130.3,NL
2016-04,130.9,NL
2016-05,131.5,NL
2016-06,133,NL
2016-07,134.2,NL
2016-08,133.9,NL
2016-09,134.5,NL
2016-10,134.9,NL
2016-11,134,NL
2016-12,133.9,NL
2017-01,135.3,NL
2017-02,135,NL
2017-03,135.3,NL
2017-04,135.6,NL
2017-05,135.4,NL
2017-06,135,NL
2017-07,135.5,NL
2017-08,135.5,NL
2017-09,136.4,NL
2017-10,136.1,NL
2017-11,136.7,NL
2017-12,136.2,NL
2018-01,136.8,NL
2018-02,137.3,NL
2018-03,137.5,NL
2018-04,137.7,NL
2018-05,137.8,NL
2018-06,138.1,NL
2018-07,139.1,NL
2018-08,138.9,NL
2018-09,138.3,NL
2018-10,139,NL
2018-11,137.8,NL
2018-12,136.9,NL
2019-01,137,NL
2019-02,138,NL
2019-03,139.1,NL
2019-04,139.7,NL
2019-05,140,NL
2019-06,139.4,NL
2019-07,140.1,NL
2019-08,139.9,NL
2019-09,139,NL
2019-10,139.7,NL
2019-11,139.9,NL
2019-12,139.6,NL
2020-01,140,NL
2020-02,140.3,NL
2020-03,139.2,NL
2020-04,137.6,NL
2020-05,138.2,NL
2020-06,139.5,NL
2020-07,139.6,NL
2020-08,139.1,NL
2020-09,139.4,NL
2020-10,140.5,NL
2020-11,141,NL
2020-12,140.4,NL
2021-01,142.1,NL
2021-02,142,NL
2021-03,142.9,NL
2021-04,143.5,NL
2021-05,144.3,NL
2021-06,144.4,NL
2021-07,145.8,NL
2021-08,145.8,NL
2021-09,145.6,NL
2021-10,146.8,NL
2021-11,146.9,NL
2021-12,146.3,NL
2022-01,147.8,NL
2022-02,149.3,NL
2022-03,151.9,NL
2022-04,153,NL
2022-05,155.8,NL
2022-06,156.2,NL
2022-07,155.9,NL
2022-08,155.1,NL
2022-09,154.5,NL
2022-10,156.4,NL
2022-11,156.8,NL
2022-12,154.6,NL
2023-01,155.9,NL
2023-02,157.4,NL
2023-03,157,NL
2023-04,158.3,NL
2023-05,158.5,NL
2023-06,158.9,NL
2023-07,159.8,NL
2023-08,161,NL
2023-09,160.8,NL
2023-10,160.2,NL
2023-11,160.1,NL
2023-12,159.8,NL
2024-01,159.8,NL
2024-02,160.6,NL
2024-03,161.9,NL
2024-04,162.4,NL
2024-05,162.7,NL
2024-06,162.5,NL
1978-09,39.3,PEI
1978-10,39.8,PEI
1978-11,39.9,PEI
1978-12,40.1,PEI
1979-01,40.3,PEI
1979-02,40.6,PEI
1979-03,41.1,PEI
1979-04,41.3,PEI
1979-05,41.6,PEI
1979-06,41.9,PEI
1979-07,42.2,PEI
1979-08,42.5,PEI
1979-09,42.8,PEI
1979-10,43.3,PEI
1979-11,43.4,PEI
1979-12,43.7,PEI
1980-01,43.8,PEI
1980-02,44.2,PEI
1980-03,45,PEI
1980-04,45.3,PEI
1980-05,45.9,PEI
1980-06,46.3,PEI
1980-07,46.7,PEI
1980-08,47.2,PEI
1980-09,47.5,PEI
1980-10,48,PEI
1980-11,48.5,PEI
1980-12,48.9,PEI
1981-01,49.6,PEI
1981-02,50,PEI
1981-03,51.2,PEI
1981-04,51.6,PEI
1981-05,52.2,PEI
1981-06,52.9,PEI
1981-07,53.4,PEI
1981-08,53.5,PEI
1981-09,54,PEI
1981-10,54.5,PEI
1981-11,54.9,PEI
1981-12,55.1,PEI
1982-01,55.3,PEI
1982-02,55.9,PEI
1982-03,56.7,PEI
1982-04,56.9,PEI
1982-05,57.4,PEI
1982-06,57.6,PEI
1982-07,58.2,PEI
1982-08,58.4,PEI
1982-09,58.6,PEI
1982-10,59.1,PEI
1982-11,59.5,PEI
1982-12,59.4,PEI
1983-01,59.2,PEI
1983-02,59.3,PEI
1983-03,59.8,PEI
1983-04,60.1,PEI
1983-05,60.7,PEI
1983-06,60.8,PEI
1983-07,61,PEI
1983-08,61.1,PEI
1983-09,61.2,PEI
1983-10,61.4,PEI
1983-11,61.6,PEI
1983-12,61.6,PEI
1984-01,62,PEI
1984-02,62.4,PEI
1984-03,62.6,PEI
1984-04,63,PEI
1984-05,63.1,PEI
1984-06,63.3,PEI
1984-07,63.5,PEI
1984-08,63.6,PEI
1984-09,63.6,PEI
1984-10,63.9,PEI
1984-11,64.1,PEI
1984-12,64.2,PEI
1985-01,64.5,PEI
1985-02,65,PEI
1985-03,64.9,PEI
1985-04,65.3,PEI
1985-05,65.3,PEI
1985-06,65.7,PEI
1985-07,66.1,PEI
1985-08,66.2,PEI
1985-09,66.5,PEI
1985-10,66,PEI
1985-11,66.1,PEI
1985-12,66,PEI
1986-01,66.4,PEI
1986-02,66.8,PEI
1986-03,66.8,PEI
1986-04,66.5,PEI
1986-05,66.5,PEI
1986-06,66.4,PEI
1986-07,67,PEI
1986-08,67.3,PEI
1986-09,67.2,PEI
1986-10,67.5,PEI
1986-11,67.6,PEI
1986-12,67.8,PEI
1987-01,68.1,PEI
1987-02,68.3,PEI
1987-03,68.6,PEI
1987-04,68.9,PEI
1987-05,68.8,PEI
1987-06,69.3,PEI
1987-07,69.8,PEI
1987-08,69.8,PEI
1987-09,69.8,PEI
1987-10,70.2,PEI
1987-11,70.4,PEI
1987-12,70.3,PEI
1988-01,70.4,PEI
1988-02,71,PEI
1988-03,71.2,PEI
1988-04,71.5,PEI
1988-05,71.5,PEI
1988-06,71.8,PEI
1988-07,72.1,PEI
1988-08,72.7,PEI
1988-09,72.5,PEI
1988-10,72.8,PEI
1988-11,72.8,PEI
1988-12,72.7,PEI
1989-01,72.7,PEI
1989-02,73,PEI
1989-03,73.4,PEI
1989-04,73.7,PEI
1989-05,74.4,PEI
1989-06,74.7,PEI
1989-07,75.3,PEI
1989-08,75,PEI
1989-09,75.6,PEI
1989-10,75.7,PEI
1989-11,76.2,PEI
1989-12,76,PEI
1990-01,76.4,PEI
1990-02,76.9,PEI
1990-03,77.2,PEI
1990-04,77.9,PEI
1990-05,77.9,PEI
1990-06,78.3,PEI
1990-07,78.5,PEI
1990-08,78.9,PEI
1990-09,79.1,PEI
1990-10,79.4,PEI
1990-11,79.8,PEI
1990-12,80.4,PEI
1991-01,83.5,PEI
1991-02,84,PEI
1991-03,84.4,PEI
1991-04,84.3,PEI
1991-05,84,PEI
1991-06,84.3,PEI
1991-07,84.5,PEI
1991-08,84.5,PEI
1991-09,84.5,PEI
1991-10,84.8,PEI
1991-11,84.9,PEI
1991-12,84.2,PEI
1992-01,84.2,PEI
1992-02,84.4,PEI
1992-03,84.9,PEI
1992-04,85,PEI
1992-05,84.7,PEI
1992-06,84.8,PEI
1992-07,84.9,PEI
1992-08,85.1,PEI
1992-09,85.1,PEI
1992-10,85.1,PEI
1992-11,85.7,PEI
1992-12,85.5,PEI
1993-01,85.5,PEI
1993-02,86,PEI
1993-03,86.2,PEI
1993-04,86.1,PEI
1993-05,86.4,PEI
1993-06,86.4,PEI
1993-07,86.7,PEI
1993-08,86.9,PEI
1993-09,86.8,PEI
1993-10,87.4,PEI
1993-11,87.6,PEI
1993-12,87.4,PEI
1994-01,87.4,PEI
1994-02,87,PEI
1994-03,86.2,PEI
1994-04,85.8,PEI
1994-05,85.7,PEI
1994-06,86,PEI
1994-07,86.1,PEI
1994-08,86.3,PEI
1994-09,86.4,PEI
1994-10,86.7,PEI
1994-11,86.7,PEI
1994-12,86.5,PEI
1995-01,86.7,PEI
1995-02,87,PEI
1995-03,87,PEI
1995-04,87.4,PEI
1995-05,87.5,PEI
1995-06,87.7,PEI
1995-07,87.9,PEI
1995-08,87.9,PEI
1995-09,88.4,PEI
1995-10,88.8,PEI
1995-11,88.9,PEI
1995-12,87.9,PEI
1996-01,88.4,PEI
1996-02,88.8,PEI
1996-03,88.9,PEI
1996-04,89.2,PEI
1996-05,89.2,PEI
1996-06,89.7,PEI
1996-07,89.8,PEI
1996-08,89.4,PEI
1996-09,89.6,PEI
1996-10,89.9,PEI
1996-11,89.9,PEI
1996-12,89.7,PEI
1997-01,90.2,PEI
1997-02,90.2,PEI
1997-03,90.8,PEI
1997-04,90.8,PEI
1997-05,90.5,PEI
1997-06,90.4,PEI
1997-07,90.6,PEI
1997-08,90.7,PEI
1997-09,90.3,PEI
1997-10,90.7,PEI
1997-11,90.8,PEI
1997-12,90.2,PEI
1998-01,90.4,PEI
1998-02,90.7,PEI
1998-03,90.5,PEI
1998-04,90.3,PEI
1998-05,89.8,PEI
1998-06,89.8,PEI
1998-07,89.6,PEI
1998-08,89.7,PEI
1998-09,89.6,PEI
1998-10,90.2,PEI
1998-11,90.4,PEI
1998-12,90.2,PEI
1999-01,89.8,PEI
1999-02,90.3,PEI
1999-03,90.6,PEI
1999-04,90.4,PEI
1999-05,90.4,PEI
1999-06,90.8,PEI
1999-07,90.9,PEI
1999-08,91.1,PEI
1999-09,91.9,PEI
1999-10,92.1,PEI
1999-11,93,PEI
1999-12,92.9,PEI
2000-01,92.7,PEI
2000-02,92.8,PEI
2000-03,93.7,PEI
2000-04,94.1,PEI
2000-05,94.7,PEI
2000-06,95,PEI
2000-07,95.2,PEI
2000-08,95.6,PEI
2000-09,95.9,PEI
2000-10,96.2,PEI
2000-11,97,PEI
2000-12,96.4,PEI
2001-01,97,PEI
2001-02,96.2,PEI
2001-03,96.3,PEI
2001-04,97.4,PEI
2001-05,97.7,PEI
2001-06,98.1,PEI
2001-07,98.3,PEI
2001-08,97.9,PEI
2001-09,97.4,PEI
2001-10,98,PEI
2001-11,97.8,PEI
2001-12,96.7,PEI
2002-01,96.4,PEI
2002-02,96.6,PEI
2002-03,97.3,PEI
2002-04,99.3,PEI
2002-05,100.2,PEI
2002-06,99.9,PEI
2002-07,100.8,PEI
2002-08,100.9,PEI
2002-09,101.3,PEI
2002-10,102.2,PEI
2002-11,102.8,PEI
2002-12,102.2,PEI
2003-01,101.9,PEI
2003-02,103.1,PEI
2003-03,104.1,PEI
2003-04,104.6,PEI
2003-05,103.6,PEI
2003-06,103.2,PEI
2003-07,103.4,PEI
2003-08,103.2,PEI
2003-09,103.8,PEI
2003-10,103.7,PEI
2003-11,104.1,PEI
2003-12,103.6,PEI
2004-01,103.5,PEI
2004-02,104,PEI
2004-03,104.7,PEI
2004-04,105.3,PEI
2004-05,105.6,PEI
2004-06,106.2,PEI
2004-07,105.9,PEI
2004-08,105.8,PEI
2004-09,106.4,PEI
2004-10,106.7,PEI
2004-11,108.2,PEI
2004-12,107.4,PEI
2005-01,106.5,PEI
2005-02,106.7,PEI
2005-03,107.6,PEI
2005-04,108.6,PEI
2005-05,109.1,PEI
2005-06,108.9,PEI
2005-07,109,PEI
2005-08,109.3,PEI
2005-09,111.8,PEI
2005-10,111.5,PEI
2005-11,110.7,PEI
2005-12,110,PEI
2006-01,110.3,PEI
2006-02,110.8,PEI
2006-03,110.4,PEI
2006-04,112.1,PEI
2006-05,112.8,PEI
2006-06,112.3,PEI
2006-07,112.5,PEI
2006-08,112.8,PEI
2006-09,111.6,PEI
2006-10,110.7,PEI
2006-11,111.1,PEI
2006-12,111.6,PEI
2007-01,111.5,PEI
2007-02,111.9,PEI
2007-03,113.3,PEI
2007-04,113.7,PEI
2007-05,114.2,PEI
2007-06,114.1,PEI
2007-07,114,PEI
2007-08,113.8,PEI
2007-09,114,PEI
2007-10,114.1,PEI
2007-11,114.3,PEI
2007-12,114.7,PEI
2008-01,114.2,PEI
2008-02,114.6,PEI
2008-03,115.8,PEI
2008-04,116.7,PEI
2008-05,118.9,PEI
2008-06,119.5,PEI
2008-07,120,PEI
2008-08,119.3,PEI
2008-09,120.3,PEI
2008-10,118.6,PEI
2008-11,116.9,PEI
2008-12,114.7,PEI
2009-01,114.1,PEI
2009-02,115.7,PEI
2009-03,115.6,PEI
2009-04,116.4,PEI
2009-05,117.6,PEI
2009-06,118.5,PEI
2009-07,118.4,PEI
2009-08,118.3,PEI
2009-09,118.6,PEI
2009-10,117.7,PEI
2009-11,119.1,PEI
2009-12,118.1,PEI
2010-01,118.7,PEI
2010-02,118.8,PEI
2010-03,119.3,PEI
2010-04,119.1,PEI
2010-05,119.2,PEI
2010-06,119.2,PEI
2010-07,119.5,PEI
2010-08,119.7,PEI
2010-09,119.6,PEI
2010-10,120.4,PEI
2010-11,120.5,PEI
2010-12,119.9,PEI
2011-01,120.1,PEI
2011-02,121.1,PEI
2011-03,122.2,PEI
2011-04,123.3,PEI
2011-05,123.9,PEI
2011-06,123.3,PEI
2011-07,123.3,PEI
2011-08,123.9,PEI
2011-09,123.7,PEI
2011-10,123.9,PEI
2011-11,124,PEI
2011-12,123.4,PEI
2012-01,123.6,PEI
2012-02,124.8,PEI
2012-03,125.6,PEI
2012-04,126.3,PEI
2012-05,125.9,PEI
2012-06,125.2,PEI
2012-07,125.2,PEI
2012-08,125.6,PEI
2012-09,126.2,PEI
2012-10,126.5,PEI
2012-11,125.9,PEI
2012-12,124.9,PEI
2013-01,125.2,PEI
2013-02,126.7,PEI
2013-03,127.1,PEI
2013-04,128.6,PEI
2013-05,127.9,PEI
2013-06,127.9,PEI
2013-07,128.1,PEI
2013-08,128.6,PEI
2013-09,129,PEI
2013-10,129,PEI
2013-11,129.2,PEI
2013-12,128.6,PEI
2014-01,129.2,PEI
2014-02,130.1,PEI
2014-03,130.9,PEI
2014-04,130.5,PEI
2014-05,130.6,PEI
2014-06,130.5,PEI
2014-07,130.4,PEI
2014-08,130.2,PEI
2014-09,130.5,PEI
2014-10,130.5,PEI
2014-11,129.3,PEI
2014-12,128.1,PEI
2015-01,126.7,PEI
2015-02,128.2,PEI
2015-03,129.8,PEI
2015-04,128.9,PEI
2015-05,129.7,PEI
2015-06,130.4,PEI
2015-07,130.3,PEI
2015-08,130.1,PEI
2015-09,129.4,PEI
2015-10,129.4,PEI
2015-11,129.6,PEI
2015-12,129.2,PEI
2016-01,129.1,PEI
2016-02,129.6,PEI
2016-03,130.2,PEI
2016-04,131.1,PEI
2016-05,131.4,PEI
2016-06,131.8,PEI
2016-07,131.1,PEI
2016-08,130.6,PEI
2016-09,130.6,PEI
2016-10,131.9,PEI
2016-11,131.8,PEI
2016-12,130.9,PEI
2017-01,132.3,PEI
2017-02,131.5,PEI
2017-03,132.4,PEI
2017-04,133.2,PEI
2017-05,133.3,PEI
2017-06,133.4,PEI
2017-07,133.4,PEI
2017-08,133.6,PEI
2017-09,133.7,PEI
2017-10,133.5,PEI
2017-11,134.7,PEI
2017-12,133.5,PEI
2018-01,134.4,PEI
2018-02,135.4,PEI
2018-03,135.6,PEI
2018-04,136.1,PEI
2018-05,136.5,PEI
2018-06,137.3,PEI
2018-07,138,PEI
2018-08,137.6,PEI
2018-09,136,PEI
2018-10,136.9,PEI
2018-11,136.1,PEI
2018-12,135.3,PEI
2019-01,135,PEI
2019-02,135.9,PEI
2019-03,137,PEI
2019-04,137.8,PEI
2019-05,138.2,PEI
2019-06,138,PEI
2019-07,139.5,PEI
2019-08,138.8,PEI
2019-09,138.2,PEI
2019-10,138.4,PEI
2019-11,139,PEI
2019-12,138.4,PEI
2020-01,139,PEI
2020-02,138.9,PEI
2020-03,137.5,PEI
2020-04,136,PEI
2020-05,136.1,PEI
2020-06,137.5,PEI
2020-07,138.2,PEI
2020-08,138.3,PEI
2020-09,138.2,PEI
2020-10,138.6,PEI
2020-11,138.3,PEI
2020-12,138.2,PEI
2021-01,139.7,PEI
2021-02,140.8,PEI
2021-03,142.1,PEI
2021-04,143.2,PEI
2021-05,144.2,PEI
2021-06,144.8,PEI
2021-07,146.6,PEI
2021-08,147,PEI
2021-09,146.9,PEI
2021-10,147.8,PEI
2021-11,148,PEI
2021-12,147.4,PEI
2022-01,149.6,PEI
2022-02,151.2,PEI
2022-03,154.7,PEI
2022-04,156,PEI
2022-05,160.2,PEI
2022-06,160.6,PEI
2022-07,160.5,PEI
2022-08,159.2,PEI
2022-09,159.2,PEI
2022-10,160.7,PEI
2022-11,162.3,PEI
2022-12,158.8,PEI
2023-01,160.1,PEI
2023-02,161.4,PEI
2023-03,160.7,PEI
2023-04,161.7,PEI
2023-05,161.3,PEI
2023-06,161,PEI
2023-07,163.8,PEI
2023-08,164.8,PEI
2023-09,163.7,PEI
2023-10,163.4,PEI
2023-11,162.9,PEI
2023-12,163,PEI
2024-01,162.6,PEI
2024-02,163.8,PEI
2024-03,164.8,PEI
2024-04,165.9,PEI
2024-05,166.4,PEI
2024-06,166.4,PEI
1978-09,38.2,NS
1978-10,38.7,NS
1978-11,38.9,NS
1978-12,39,NS
1979-01,39.2,NS
1979-02,39.6,NS
1979-03,40,NS
1979-04,40.3,NS
1979-05,40.7,NS
1979-06,41.1,NS
1979-07,41.3,NS
1979-08,41.5,NS
1979-09,41.7,NS
1979-10,42,NS
1979-11,42.4,NS
1979-12,42.5,NS
1980-01,42.8,NS
1980-02,43.3,NS
1980-03,43.9,NS
1980-04,44.3,NS
1980-05,44.7,NS
1980-06,45.2,NS
1980-07,45.6,NS
1980-08,46,NS
1980-09,46.3,NS
1980-10,47,NS
1980-11,47.7,NS
1980-12,47.8,NS
1981-01,48.3,NS
1981-02,48.7,NS
1981-03,49.3,NS
1981-04,49.6,NS
1981-05,50.1,NS
1981-06,50.8,NS
1981-07,51.2,NS
1981-08,51.5,NS
1981-09,51.8,NS
1981-10,52.3,NS
1981-11,52.9,NS
1981-12,52.8,NS
1982-01,52.8,NS
1982-02,53.5,NS
1982-03,54.2,NS
1982-04,54.5,NS
1982-05,55.5,NS
1982-06,55.9,NS
1982-07,56.2,NS
1982-08,56.2,NS
1982-09,56.5,NS
1982-10,56.9,NS
1982-11,57.2,NS
1982-12,57.3,NS
1983-01,57.4,NS
1983-02,57.8,NS
1983-03,58.4,NS
1983-04,58.6,NS
1983-05,58.9,NS
1983-06,59.1,NS
1983-07,59.4,NS
1983-08,59.6,NS
1983-09,59.8,NS
1983-10,60,NS
1983-11,60.1,NS
1983-12,60.2,NS
1984-01,60.6,NS
1984-02,60.9,NS
1984-03,61,NS
1984-04,61.3,NS
1984-05,61.4,NS
1984-06,61.5,NS
1984-07,62,NS
1984-08,62,NS
1984-09,62.1,NS
1984-10,62.4,NS
1984-11,62.8,NS
1984-12,62.8,NS
1985-01,63.1,NS
1985-02,63.5,NS
1985-03,63.9,NS
1985-04,64,NS
1985-05,64.3,NS
1985-06,64.6,NS
1985-07,64.7,NS
1985-08,65,NS
1985-09,65,NS
1985-10,65,NS
1985-11,65.1,NS
1985-12,65.5,NS
1986-01,65.6,NS
1986-02,66,NS
1986-03,66,NS
1986-04,66,NS
1986-05,66.5,NS
1986-06,66.3,NS
1986-07,66.6,NS
1986-08,66.7,NS
1986-09,66.6,NS
1986-10,67,NS
1986-11,67.4,NS
1986-12,67.6,NS
1987-01,67.8,NS
1987-02,68.3,NS
1987-03,68.3,NS
1987-04,68.5,NS
1987-05,68.5,NS
1987-06,68.6,NS
1987-07,69,NS
1987-08,69,NS
1987-09,68.9,NS
1987-10,69.1,NS
1987-11,69.7,NS
1987-12,69.9,NS
1988-01,69.8,NS
1988-02,70.2,NS
1988-03,70.5,NS
1988-04,70.8,NS
1988-05,70.6,NS
1988-06,70.9,NS
1988-07,71.6,NS
1988-08,71.9,NS
1988-09,71.6,NS
1988-10,71.9,NS
1988-11,72.3,NS
1988-12,72.1,NS
1989-01,72.5,NS
1989-02,72.6,NS
1989-03,72.8,NS
1989-04,73.4,NS
1989-05,74.3,NS
1989-06,74.7,NS
1989-07,75.2,NS
1989-08,75.2,NS
1989-09,75.1,NS
1989-10,75.4,NS
1989-11,75.8,NS
1989-12,75.8,NS
1990-01,76.1,NS
1990-02,76.9,NS
1990-03,77.1,NS
1990-04,77.2,NS
1990-05,77.7,NS
1990-06,78,NS
1990-07,78.4,NS
1990-08,78.6,NS
1990-09,78.7,NS
1990-10,79.1,NS
1990-11,79.9,NS
1990-12,80.4,NS
1991-01,82.8,NS
1991-02,82.8,NS
1991-03,83.2,NS
1991-04,82.7,NS
1991-05,82.8,NS
1991-06,82.9,NS
1991-07,82.8,NS
1991-08,82.7,NS
1991-09,83,NS
1991-10,83,NS
1991-11,83.4,NS
1991-12,83,NS
1992-01,82.7,NS
1992-02,83.2,NS
1992-03,83.7,NS
1992-04,83.8,NS
1992-05,83.7,NS
1992-06,83.7,NS
1992-07,83.6,NS
1992-08,83.6,NS
1992-09,83.3,NS
1992-10,83.3,NS
1992-11,83.7,NS
1992-12,83.3,NS
1993-01,83.4,NS
1993-02,83.7,NS
1993-03,83.7,NS
1993-04,84,NS
1993-05,84.2,NS
1993-06,84.3,NS
1993-07,84.4,NS
1993-08,84.6,NS
1993-09,84.7,NS
1993-10,85.4,NS
1993-11,85.9,NS
1993-12,85.7,NS
1994-01,85.7,NS
1994-02,85.4,NS
1994-03,85.7,NS
1994-04,85,NS
1994-05,85,NS
1994-06,85.1,NS
1994-07,85.3,NS
1994-08,85.6,NS
1994-09,85.7,NS
1994-10,85.6,NS
1994-11,85.7,NS
1994-12,85.6,NS
1995-01,85.7,NS
1995-02,86.2,NS
1995-03,86.5,NS
1995-04,86.6,NS
1995-05,87.1,NS
1995-06,86.9,NS
1995-07,87.2,NS
1995-08,86.7,NS
1995-09,86.8,NS
1995-10,86.7,NS
1995-11,86.8,NS
1995-12,86.2,NS
1996-01,86.7,NS
1996-02,86.8,NS
1996-03,87.1,NS
1996-04,87.6,NS
1996-05,88.7,NS
1996-06,88.4,NS
1996-07,88,NS
1996-08,88.2,NS
1996-09,88.5,NS
1996-10,89,NS
1996-11,89.3,NS
1996-12,89.6,NS
1997-01,89.4,NS
1997-02,89.6,NS
1997-03,89.8,NS
1997-04,90,NS
1997-05,89.9,NS
1997-06,89.8,NS
1997-07,89.9,NS
1997-08,90.3,NS
1997-09,90.3,NS
1997-10,90.4,NS
1997-11,90.3,NS
1997-12,90.2,NS
1998-01,90.7,NS
1998-02,90.6,NS
1998-03,90.7,NS
1998-04,90.5,NS
1998-05,90.6,NS
1998-06,90.5,NS
1998-07,90.6,NS
1998-08,90.7,NS
1998-09,89.7,NS
1998-10,90.7,NS
1998-11,90.8,NS
1998-12,90.5,NS
1999-01,90.3,NS
1999-02,90.8,NS
1999-03,90.7,NS
1999-04,91.6,NS
1999-05,91.8,NS
1999-06,91.9,NS
1999-07,91.9,NS
1999-08,92.7,NS
1999-09,93.2,NS
1999-10,93.3,NS
1999-11,93.5,NS
1999-12,93.5,NS
2000-01,93.5,NS
2000-02,94.3,NS
2000-03,94.8,NS
2000-04,94.4,NS
2000-05,94.8,NS
2000-06,95.4,NS
2000-07,95.2,NS
2000-08,95.2,NS
2000-09,96,NS
2000-10,96.4,NS
2000-11,97,NS
2000-12,96.8,NS
2001-01,96.3,NS
2001-02,96.4,NS
2001-03,96.5,NS
2001-04,97.2,NS
2001-05,97.6,NS
2001-06,97.7,NS
2001-07,97.4,NS
2001-08,97.3,NS
2001-09,97.9,NS
2001-10,97.2,NS
2001-11,96.9,NS
2001-12,96.6,NS
2002-01,96.7,NS
2002-02,97.2,NS
2002-03,97.8,NS
2002-04,99.2,NS
2002-05,100.2,NS
2002-06,100.3,NS
2002-07,100.8,NS
2002-08,100.8,NS
2002-09,101.2,NS
2002-10,101.9,NS
2002-11,102.2,NS
2002-12,101.6,NS
2003-01,102.7,NS
2003-02,103.8,NS
2003-03,104.5,NS
2003-04,103.4,NS
2003-05,103.1,NS
2003-06,103.2,NS
2003-07,103.5,NS
2003-08,103.6,NS
2003-09,103.6,NS
2003-10,103.1,NS
2003-11,103.3,NS
2003-12,103.1,NS
2004-01,103.2,NS
2004-02,103.7,NS
2004-03,104.4,NS
2004-04,104.4,NS
2004-05,105.2,NS
2004-06,105.6,NS
2004-07,105.8,NS
2004-08,105.7,NS
2004-09,105.9,NS
2004-10,106.2,NS
2004-11,106.7,NS
2004-12,106.4,NS
2005-01,106.1,NS
2005-02,106.4,NS
2005-03,107.1,NS
2005-04,107.6,NS
2005-05,107.8,NS
2005-06,107.7,NS
2005-07,108.1,NS
2005-08,108.8,NS
2005-09,110.4,NS
2005-10,109.8,NS
2005-11,109.1,NS
2005-12,109.3,NS
2006-01,109.3,NS
2006-02,109,NS
2006-03,109.6,NS
2006-04,111,NS
2006-05,111.2,NS
2006-06,111,NS
2006-07,111.3,NS
2006-08,111.4,NS
2006-09,110.6,NS
2006-10,110.1,NS
2006-11,110.4,NS
2006-12,110.2,NS
2007-01,110.1,NS
2007-02,111,NS
2007-03,111.9,NS
2007-04,112.5,NS
2007-05,113.1,NS
2007-06,113,NS
2007-07,113,NS
2007-08,112.7,NS
2007-09,112.9,NS
2007-10,112.6,NS
2007-11,113.5,NS
2007-12,113.6,NS
2008-01,113.5,NS
2008-02,113.9,NS
2008-03,114.5,NS
2008-04,115.5,NS
2008-05,117.1,NS
2008-06,117.8,NS
2008-07,117.8,NS
2008-08,117.7,NS
2008-09,117.6,NS
2008-10,116.4,NS
2008-11,115,NS
2008-12,113.4,NS
2009-01,113.4,NS
2009-02,114.3,NS
2009-03,114.5,NS
2009-04,115,NS
2009-05,115.8,NS
2009-06,116.5,NS
2009-07,116.6,NS
2009-08,116.7,NS
2009-09,116.7,NS
2009-10,115.9,NS
2009-11,117,NS
2009-12,116.3,NS
2010-01,116.9,NS
2010-02,116.9,NS
2010-03,117.7,NS
