Province_x,Month-Year,Unemployment Rate,Minimum Wage
Quebec,Feb-1978,11.0,$3.27
Quebec,Mar-1978,11.3,$3.27
Quebec,Apr-1978,11.3,$3.27
Quebec,May-1978,11.5,$3.27
Quebec,Jun-1978,11.4,$3.27
Quebec,Jul-1978,10.8,$3.27
Quebec,Aug-1978,11.2,$3.27
Quebec,Sep-1978,10.8,$3.27
Quebec,Oct-1978,10.4,$3.37
Quebec,Nov-1978,10.5,$3.37
Quebec,Dec-1978,10.3,$3.37
Quebec,Jan-1979,10.9,$3.37
Quebec,Feb-1979,10.5,$3.37
Quebec,Mar-1979,10.5,$3.37
Quebec,Apr-1979,10.2,$3.47
Quebec,May-1979,9.7,$3.47
Quebec,Jun-1979,9.5,$3.47
Quebec,Jul-1979,9.3,$3.47
Quebec,Aug-1979,8.7,$3.47
Quebec,Sep-1979,9.0,$3.47
Quebec,Oct-1979,9.5,$3.47
Quebec,Nov-1979,9.3,$3.47
Quebec,Dec-1979,9.7,$3.47
Quebec,Jan-1980,9.5,$3.47
Quebec,Feb-1980,10.2,$3.47
Quebec,Mar-1980,9.8,$3.47
Quebec,Apr-1980,10.0,$3.65
Quebec,May-1980,9.9,$3.65
Quebec,Jun-1980,10.3,$3.65
Quebec,Jul-1980,10.2,$3.65
Quebec,Aug-1980,10.2,$3.65
Quebec,Sep-1980,10.0,$3.65
Quebec,Oct-1980,10.0,$3.65
Quebec,Nov-1980,10.2,$3.65
Quebec,Dec-1980,10.0,$3.65
Quebec,Jan-1981,10.4,$3.65
Quebec,Feb-1981,10.2,$3.65
Quebec,Mar-1981,10.3,$3.65
Quebec,Apr-1981,9.7,$3.85
Quebec,May-1981,10.3,$3.85
Quebec,Jun-1981,10.1,$3.85
Quebec,Jul-1981,10.0,$3.85
Quebec,Aug-1981,9.8,$3.85
Quebec,Sep-1981,11.2,$3.85
Quebec,Oct-1981,11.6,$4.00
Quebec,Nov-1981,11.4,$4.00
Quebec,Dec-1981,12.0,$4.00
Quebec,Jan-1982,11.4,$4.00
Quebec,Feb-1982,11.9,$4.00
Quebec,Mar-1982,12.5,$4.00
Quebec,Apr-1982,13.0,$4.00
Quebec,May-1982,13.9,$4.00
Quebec,Jun-1982,14.4,$4.00
Quebec,Jul-1982,15.2,$4.00
Quebec,Aug-1982,15.6,$4.00
Quebec,Sep-1982,15.4,$4.00
Quebec,Oct-1982,15.8,$4.00
Quebec,Nov-1982,15.0,$4.00
Quebec,Dec-1982,15.3,$4.00
Quebec,Jan-1983,14.8,$4.00
Quebec,Feb-1983,14.9,$4.00
Quebec,Mar-1983,14.6,$4.00
Quebec,Apr-1983,14.5,$4.00
Quebec,May-1983,14.3,$4.00
Quebec,Jun-1983,14.6,$4.00
Quebec,Jul-1983,14.1,$4.00
Quebec,Aug-1983,14.0,$4.00
Quebec,Sep-1983,13.5,$4.00
Quebec,Oct-1983,13.4,$4.00
Quebec,Nov-1983,13.3,$4.00
Quebec,Dec-1983,13.4,$4.00
Quebec,Jan-1984,13.4,$4.00
Quebec,Feb-1984,13.4,$4.00
Quebec,Mar-1984,12.9,$4.00
Quebec,Apr-1984,13.5,$4.00
Quebec,May-1984,13.5,$4.00
Quebec,Jun-1984,13.3,$4.00
Quebec,Jul-1984,12.8,$4.00
Quebec,Aug-1984,12.7,$4.00
Quebec,Sep-1984,13.4,$4.00
Quebec,Oct-1984,13.1,$4.00
Quebec,Nov-1984,13.1,$4.00
Quebec,Dec-1984,12.5,$4.00
Quebec,Jan-1985,11.9,$4.00
Quebec,Feb-1985,11.9,$4.00
Quebec,Mar-1985,12.5,$4.00
Quebec,Apr-1985,12.2,$4.00
Quebec,May-1985,12.3,$4.00
Quebec,Jun-1985,12.5,$4.00
Quebec,Jul-1985,12.0,$4.00
Quebec,Aug-1985,11.7,$4.00
Quebec,Sep-1985,12.2,$4.00
Quebec,Oct-1985,12.5,$4.00
Quebec,Nov-1985,12.4,$4.00
Quebec,Dec-1985,12.2,$4.00
Quebec,Jan-1986,11.9,$4.00
Quebec,Feb-1986,12.0,$4.00
Quebec,Mar-1986,11.8,$4.00
Quebec,Apr-1986,11.4,$4.00
Quebec,May-1986,10.6,$4.00
Quebec,Jun-1986,10.8,$4.00
Quebec,Jul-1986,10.8,$4.00
Quebec,Aug-1986,11.0,$4.00
Quebec,Sep-1986,10.7,$4.00
Quebec,Oct-1986,10.4,$4.35
Quebec,Nov-1986,10.5,$4.35
Quebec,Dec-1986,10.5,$4.35
Quebec,Jan-1987,10.7,$4.35
Quebec,Feb-1987,11.0,$4.35
Quebec,Mar-1987,10.6,$4.35
Quebec,Apr-1987,10.3,$4.35
Quebec,May-1987,10.1,$4.35
Quebec,Jun-1987,10.2,$4.35
Quebec,Jul-1987,10.4,$4.35
Quebec,Aug-1987,10.0,$4.35
Quebec,Sep-1987,9.8,$4.35
Quebec,Oct-1987,9.5,$4.55
Quebec,Nov-1987,9.5,$4.55
Quebec,Dec-1987,9.9,$4.55
Quebec,Jan-1988,9.1,$4.55
Quebec,Feb-1988,9.0,$4.55
Quebec,Mar-1988,9.3,$4.55
Quebec,Apr-1988,9.4,$4.55
Quebec,May-1988,9.6,$4.55
Quebec,Jun-1988,9.2,$4.55
Quebec,Jul-1988,9.9,$4.55
Quebec,Aug-1988,10.1,$4.55
Quebec,Sep-1988,9.6,$4.55
Quebec,Oct-1988,9.8,$4.75
Quebec,Nov-1988,9.6,$4.75
Quebec,Dec-1988,9.2,$4.75
Quebec,Jan-1989,9.5,$4.75
Quebec,Feb-1989,9.2,$4.75
Quebec,Mar-1989,9.4,$4.75
Quebec,Apr-1989,9.7,$4.75
Quebec,May-1989,10.0,$4.75
Quebec,Jun-1989,10.0,$4.75
Quebec,Jul-1989,9.7,$4.75
Quebec,Aug-1989,9.3,$4.75
Quebec,Sep-1989,9.4,$4.75
Quebec,Oct-1989,9.3,$5.00
Quebec,Nov-1989,9.4,$5.00
Quebec,Dec-1989,9.7,$5.00
Quebec,Jan-1990,10.4,$5.00
Quebec,Feb-1990,10.3,$5.00
Quebec,Mar-1990,9.5,$5.00
Quebec,Apr-1990,10.0,$5.00
Quebec,May-1990,10.1,$5.00
Quebec,Jun-1990,9.5,$5.00
Quebec,Jul-1990,9.8,$5.00
Quebec,Aug-1990,10.5,$5.00
Quebec,Sep-1990,11.0,$5.00
Quebec,Oct-1990,11.3,$5.30
Quebec,Nov-1990,11.4,$5.30
Quebec,Dec-1990,11.8,$5.30
Quebec,Jan-1991,12.1,$5.30
Quebec,Feb-1991,12.0,$5.30
Quebec,Mar-1991,12.2,$5.30
Quebec,Apr-1991,12.1,$5.30
Quebec,May-1991,11.9,$5.30
Quebec,Jun-1991,12.1,$5.30
Quebec,Jul-1991,12.6,$5.30
Quebec,Aug-1991,12.4,$5.30
Quebec,Sep-1991,12.6,$5.30
Quebec,Oct-1991,11.8,$5.55
Quebec,Nov-1991,12.1,$5.55
Quebec,Dec-1991,11.9,$5.55
Quebec,Jan-1992,11.9,$5.55
Quebec,Feb-1992,12.0,$5.55
Quebec,Mar-1992,12.4,$5.55
Quebec,Apr-1992,12.0,$5.55
Quebec,May-1992,12.5,$5.55
Quebec,Jun-1992,12.8,$5.55
Quebec,Jul-1992,13.1,$5.55
Quebec,Aug-1992,13.3,$5.55
Quebec,Sep-1992,12.9,$5.55
Quebec,Oct-1992,12.5,$5.70
Quebec,Nov-1992,14.3,$5.70
Quebec,Dec-1992,13.5,$5.70
Quebec,Jan-1993,13.3,$5.70
Quebec,Feb-1993,13.0,$5.70
Quebec,Mar-1993,13.2,$5.70
Quebec,Apr-1993,13.6,$5.70
Quebec,May-1993,13.8,$5.70
Quebec,Jun-1993,13.8,$5.70
Quebec,Jul-1993,13.4,$5.70
Quebec,Aug-1993,12.8,$5.70
Quebec,Sep-1993,13.0,$5.70
Quebec,Oct-1993,13.3,$5.85
Quebec,Nov-1993,13.1,$5.85
Quebec,Dec-1993,12.6,$5.85
Quebec,Jan-1994,13.2,$5.85
Quebec,Feb-1994,12.8,$5.85
Quebec,Mar-1994,11.9,$5.85
Quebec,Apr-1994,12.7,$5.85
Quebec,May-1994,12.5,$5.85
Quebec,Jun-1994,12.2,$5.85
Quebec,Jul-1994,11.7,$5.85
Quebec,Aug-1994,12.4,$5.85
Quebec,Sep-1994,12.3,$5.85
Quebec,Oct-1994,11.8,$6.00
Quebec,Nov-1994,11.7,$6.00
Quebec,Dec-1994,12.1,$6.00
Quebec,Jan-1995,11.9,$6.00
Quebec,Feb-1995,11.7,$6.00
Quebec,Mar-1995,12.4,$6.00
Quebec,Apr-1995,11.6,$6.00
Quebec,May-1995,11.2,$6.00
Quebec,Jun-1995,11.3,$6.00
Quebec,Jul-1995,11.0,$6.00
Quebec,Aug-1995,11.0,$6.00
Quebec,Sep-1995,11.0,$6.00
Quebec,Oct-1995,11.1,$6.45
Quebec,Nov-1995,11.1,$6.45
Quebec,Dec-1995,11.2,$6.45
Quebec,Jan-1996,11.1,$6.45
Quebec,Feb-1996,11.6,$6.45
Quebec,Mar-1996,11.6,$6.45
Quebec,Apr-1996,11.3,$6.45
Quebec,May-1996,10.7,$6.45
Quebec,Jun-1996,11.5,$6.45
Quebec,Jul-1996,12.4,$6.45
Quebec,Aug-1996,11.8,$6.45
Quebec,Sep-1996,12.5,$6.45
Quebec,Oct-1996,12.6,$6.70
Quebec,Nov-1996,12.5,$6.70
Quebec,Dec-1996,12.4,$6.70
Quebec,Jan-1997,11.9,$6.70
Quebec,Feb-1997,11.8,$6.70
Quebec,Mar-1997,11.4,$6.70
Quebec,Apr-1997,11.4,$6.70
Quebec,May-1997,11.9,$6.70
Quebec,Jun-1997,11.4,$6.70
Quebec,Jul-1997,11.3,$6.70
Quebec,Aug-1997,11.4,$6.70
Quebec,Sep-1997,11.4,$6.70
Quebec,Oct-1997,11.4,$6.80
Quebec,Nov-1997,11.1,$6.80
Quebec,Dec-1997,10.7,$6.80
Quebec,Jan-1998,11.3,$6.80
Quebec,Feb-1998,10.7,$6.80
Quebec,Mar-1998,10.2,$6.80
Quebec,Apr-1998,10.2,$6.80
Quebec,May-1998,10.4,$6.80
Quebec,Jun-1998,10.4,$6.80
Quebec,Jul-1998,10.5,$6.80
Quebec,Aug-1998,10.1,$6.80
Quebec,Sep-1998,10.2,$6.80
Quebec,Oct-1998,9.8,$6.90
Quebec,Nov-1998,10.0,$6.90
Quebec,Dec-1998,10.3,$6.90
Quebec,Jan-1999,9.9,$6.90
Quebec,Feb-1999,9.8,$6.90
Quebec,Mar-1999,9.7,$6.90
Quebec,Apr-1999,9.9,$6.90
Quebec,May-1999,9.6,$6.90
Quebec,Jun-1999,9.4,$6.90
Quebec,Jul-1999,9.3,$6.90
Quebec,Aug-1999,9.6,$6.90
Quebec,Sep-1999,9.2,$6.90
Quebec,Oct-1999,9.2,$6.90
Quebec,Nov-1999,8.4,$6.90
Quebec,Dec-1999,8.1,$6.90
Quebec,Jan-2000,8.2,$6.90
Quebec,Feb-2000,8.5,$6.90
Quebec,Mar-2000,8.5,$6.90
Quebec,Apr-2000,8.6,$6.90
Quebec,May-2000,8.3,$6.90
Quebec,Jun-2000,8.5,$6.90
Quebec,Jul-2000,8.8,$6.90
Quebec,Aug-2000,8.5,$6.90
Quebec,Sep-2000,8.5,$6.90
Quebec,Oct-2000,8.8,$6.90
Quebec,Nov-2000,8.4,$6.90
Quebec,Dec-2000,7.8,$6.90
Quebec,Jan-2001,8.5,$6.90
Quebec,Feb-2001,8.4,$7.00
Quebec,Mar-2001,8.7,$7.00
Quebec,Apr-2001,8.7,$7.00
Quebec,May-2001,9.0,$7.00
Quebec,Jun-2001,9.0,$7.00
Quebec,Jul-2001,8.3,$7.00
Quebec,Aug-2001,8.4,$7.00
Quebec,Sep-2001,8.5,$7.00
Quebec,Oct-2001,8.5,$7.00
Quebec,Nov-2001,8.6,$7.00
Quebec,Dec-2001,9.5,$7.00
Quebec,Jan-2002,9.3,$7.00
Quebec,Feb-2002,9.3,$7.00
Quebec,Mar-2002,9.0,$7.00
Quebec,Apr-2002,8.9,$7.00
Quebec,May-2002,8.5,$7.00
Quebec,Jun-2002,8.4,$7.00
Quebec,Jul-2002,8.9,$7.00
Quebec,Aug-2002,8.5,$7.00
Quebec,Sep-2002,8.5,$7.00
Quebec,Oct-2002,8.3,$7.20
Quebec,Nov-2002,8.7,$7.20
Quebec,Dec-2002,8.5,$7.20
Quebec,Jan-2003,8.5,$7.20
Quebec,Feb-2003,8.6,$7.30
Quebec,Mar-2003,9.0,$7.30
Quebec,Apr-2003,9.3,$7.30
Quebec,May-2003,9.5,$7.30
Quebec,Jun-2003,9.2,$7.30
Quebec,Jul-2003,9.2,$7.30
Quebec,Aug-2003,9.8,$7.30
Quebec,Sep-2003,9.3,$7.30
Quebec,Oct-2003,9.3,$7.30
Quebec,Nov-2003,9.0,$7.30
Quebec,Dec-2003,9.2,$7.30
Quebec,Jan-2004,9.0,$7.30
Quebec,Feb-2004,9.0,$7.30
Quebec,Mar-2004,8.5,$7.30
Quebec,Apr-2004,8.4,$7.30
Quebec,May-2004,8.0,$7.45
Quebec,Jun-2004,8.5,$7.45
Quebec,Jul-2004,8.4,$7.45
Quebec,Aug-2004,8.0,$7.45
Quebec,Sep-2004,8.3,$7.45
Quebec,Oct-2004,8.5,$7.45
Quebec,Nov-2004,8.8,$7.45
Quebec,Dec-2004,8.7,$7.45
Quebec,Jan-2005,8.2,$7.45
Quebec,Feb-2005,8.1,$7.45
Quebec,Mar-2005,8.1,$7.45
Quebec,Apr-2005,7.8,$7.45
Quebec,May-2005,8.6,$7.60
Quebec,Jun-2005,8.1,$7.60
Quebec,Jul-2005,8.2,$7.60
Quebec,Aug-2005,8.3,$7.60
Quebec,Sep-2005,8.3,$7.60
Quebec,Oct-2005,8.4,$7.60
Quebec,Nov-2005,7.9,$7.60
Quebec,Dec-2005,8.3,$7.60
Quebec,Jan-2006,8.9,$7.60
Quebec,Feb-2006,8.5,$7.60
Quebec,Mar-2006,8.6,$7.60
Quebec,Apr-2006,8.3,$7.60
Quebec,May-2006,7.9,$7.75
Quebec,Jun-2006,8.2,$7.75
Quebec,Jul-2006,8.0,$7.75
Quebec,Aug-2006,7.9,$7.75
Quebec,Sep-2006,8.1,$7.75
Quebec,Oct-2006,7.9,$7.75
Quebec,Nov-2006,8.4,$7.75
Quebec,Dec-2006,8.0,$7.75
Quebec,Jan-2007,7.8,$7.75
Quebec,Feb-2007,7.9,$7.75
Quebec,Mar-2007,7.7,$7.75
Quebec,Apr-2007,7.5,$7.75
Quebec,May-2007,7.4,$8.00
Quebec,Jun-2007,7.2,$8.00
Quebec,Jul-2007,7.1,$8.00
Quebec,Aug-2007,7.2,$8.00
Quebec,Sep-2007,7.2,$8.00
Quebec,Oct-2007,7.4,$8.00
Quebec,Nov-2007,7.3,$8.00
Quebec,Dec-2007,7.3,$8.00
Quebec,Jan-2008,7.1,$8.00
Quebec,Feb-2008,7.2,$8.00
Quebec,Mar-2008,7.4,$8.00
Quebec,Apr-2008,7.7,$8.00
Quebec,May-2008,7.6,$8.50
Quebec,Jun-2008,7.5,$8.50
Quebec,Jul-2008,7.4,$8.50
Quebec,Aug-2008,7.5,$8.50
Quebec,Sep-2008,7.5,$8.50
Quebec,Oct-2008,7.4,$8.50
Quebec,Nov-2008,7.7,$8.50
Quebec,Dec-2008,7.8,$8.50
Quebec,Jan-2009,8.3,$8.50
Quebec,Feb-2009,8.6,$8.50
Quebec,Mar-2009,8.9,$8.50
Quebec,Apr-2009,8.9,$8.50
Quebec,May-2009,8.7,$8.50
Quebec,Jun-2009,8.9,$8.50
Quebec,Jul-2009,9.2,$8.50
Quebec,Aug-2009,9.1,$8.50
Quebec,Sep-2009,9.1,$8.50
Quebec,Oct-2009,8.6,$8.50
Quebec,Nov-2009,8.5,$8.50
Quebec,Dec-2009,8.8,$8.50
Quebec,Jan-2010,8.3,$8.50
Quebec,Feb-2010,8.3,$8.50
Quebec,Mar-2010,8.3,$8.50
Quebec,Apr-2010,8.1,$8.50
Quebec,May-2010,8.4,$9.50
Quebec,Jun-2010,8.1,$9.50
Quebec,Jul-2010,8.5,$9.50
Quebec,Aug-2010,8.4,$9.50
Quebec,Sep-2010,8.1,$9.50
Quebec,Oct-2010,8.3,$9.50
Quebec,Nov-2010,8.1,$9.50
Quebec,Dec-2010,7.6,$9.50
Quebec,Jan-2011,7.9,$9.50
Quebec,Feb-2011,7.7,$9.50
Quebec,Mar-2011,8.0,$9.50
Quebec,Apr-2011,8.0,$9.50
Quebec,May-2011,7.8,$9.65
Quebec,Jun-2011,8.1,$9.65
Quebec,Jul-2011,7.4,$9.65
Quebec,Aug-2011,7.8,$9.65
Quebec,Sep-2011,7.6,$9.65
Quebec,Oct-2011,8.1,$9.65
Quebec,Nov-2011,8.4,$9.65
Quebec,Dec-2011,8.9,$9.65
Quebec,Jan-2012,8.7,$9.65
Quebec,Feb-2012,8.5,$9.65
Quebec,Mar-2012,7.8,$9.65
Quebec,Apr-2012,8.0,$9.65
Quebec,May-2012,8.0,$9.90
Quebec,Jun-2012,7.6,$9.90
Quebec,Jul-2012,7.3,$9.90
Quebec,Aug-2012,7.5,$9.90
Quebec,Sep-2012,7.6,$9.90
Quebec,Oct-2012,7.4,$9.90
Quebec,Nov-2012,7.8,$9.90
Quebec,Dec-2012,7.5,$9.90
Quebec,Jan-2013,7.3,$9.90
Quebec,Feb-2013,7.5,$9.90
Quebec,Mar-2013,8.0,$9.90
Quebec,Apr-2013,8.0,$9.90
Quebec,May-2013,7.5,$10.15
Quebec,Jun-2013,7.8,$10.15
Quebec,Jul-2013,8.2,$10.15
Quebec,Aug-2013,8.0,$10.15
Quebec,Sep-2013,7.9,$10.15
Quebec,Oct-2013,7.8,$10.15
Quebec,Nov-2013,7.6,$10.15
Quebec,Dec-2013,8.1,$10.15
Quebec,Jan-2014,8.0,$10.15
Quebec,Feb-2014,8.1,$10.15
Quebec,Mar-2014,7.9,$10.15
Quebec,Apr-2014,7.9,$10.15
Quebec,May-2014,8.1,$10.35
Quebec,Jun-2014,7.9,$10.35
Quebec,Jul-2014,8.0,$10.35
Quebec,Aug-2014,7.5,$10.35
Quebec,Sep-2014,7.9,$10.35
Quebec,Oct-2014,7.8,$10.35
Quebec,Nov-2014,7.8,$10.35
Quebec,Dec-2014,7.5,$10.35
Quebec,Jan-2015,7.7,$10.35
Quebec,Feb-2015,7.6,$10.35
Quebec,Mar-2015,7.8,$10.35
Quebec,Apr-2015,7.6,$10.35
Quebec,May-2015,7.9,$10.55
Quebec,Jun-2015,8.0,$10.55
Quebec,Jul-2015,7.6,$10.55
Quebec,Aug-2015,7.8,$10.55
Quebec,Sep-2015,7.6,$10.55
Quebec,Oct-2015,7.6,$10.55
Quebec,Nov-2015,7.7,$10.55
Quebec,Dec-2015,7.8,$10.55
Quebec,Jan-2016,7.8,$10.55
Quebec,Feb-2016,7.7,$10.55
Quebec,Mar-2016,7.8,$10.55
Quebec,Apr-2016,7.9,$10.55
Quebec,May-2016,7.3,$10.75
Quebec,Jun-2016,7.1,$10.75
Quebec,Jul-2016,7.1,$10.75
Quebec,Aug-2016,6.9,$10.75
Quebec,Sep-2016,6.8,$10.75
Quebec,Oct-2016,6.6,$10.75
Quebec,Nov-2016,6.2,$10.75
Quebec,Dec-2016,6.5,$10.75
Quebec,Jan-2017,6.3,$10.75
Quebec,Feb-2017,6.3,$10.75
Quebec,Mar-2017,6.0,$10.75
Quebec,Apr-2017,6.2,$10.75
Quebec,May-2017,6.1,$11.25
Quebec,Jun-2017,6.2,$11.25
Quebec,Jul-2017,5.7,$11.25
Quebec,Aug-2017,6.0,$11.25
Quebec,Sep-2017,5.9,$11.25
Quebec,Oct-2017,6.1,$11.25
Quebec,Nov-2017,5.5,$11.25
Quebec,Dec-2017,5.3,$11.25
Quebec,Jan-2018,5.3,$11.25
Quebec,Feb-2018,5.9,$11.25
Quebec,Mar-2018,5.5,$11.25
Quebec,Apr-2018,5.4,$11.25
Quebec,May-2018,5.3,$12.00
Quebec,Jun-2018,5.4,$12.00
Quebec,Jul-2018,5.6,$12.00
Quebec,Aug-2018,5.7,$12.00
Quebec,Sep-2018,5.4,$12.00
Quebec,Oct-2018,5.1,$12.00
Quebec,Nov-2018,5.3,$12.00
Quebec,Dec-2018,5.3,$12.00
Quebec,Jan-2019,5.2,$12.00
Quebec,Feb-2019,5.3,$12.00
Quebec,Mar-2019,5.4,$12.00
Quebec,Apr-2019,4.9,$12.00
Quebec,May-2019,5.0,$12.50
Quebec,Jun-2019,5.0,$12.50
Quebec,Jul-2019,4.9,$12.50
Quebec,Aug-2019,4.6,$12.50
Quebec,Sep-2019,5.1,$12.50
Quebec,Oct-2019,5.1,$12.50
Quebec,Nov-2019,5.4,$12.50
Quebec,Dec-2019,5.0,$12.50
Quebec,Jan-2020,4.8,$12.50
Quebec,Feb-2020,4.6,$12.50
Quebec,Mar-2020,8.6,$12.50
Quebec,Apr-2020,18.3,$12.50
Quebec,May-2020,14.1,$13.10
Quebec,Jun-2020,10.9,$13.10
Quebec,Jul-2020,9.4,$13.10
Quebec,Aug-2020,8.4,$13.10
Quebec,Sep-2020,7.3,$13.10
Quebec,Oct-2020,7.6,$13.10
Quebec,Nov-2020,7.2,$13.10
Quebec,Dec-2020,6.8,$13.10
Quebec,Jan-2021,8.2,$13.10
Quebec,Feb-2021,6.5,$13.10
Quebec,Mar-2021,6.7,$13.10
Quebec,Apr-2021,6.8,$13.10
Quebec,May-2021,6.7,$13.50
Quebec,Jun-2021,6.2,$13.50
Quebec,Jul-2021,6.2,$13.50
Quebec,Aug-2021,5.7,$13.50
Quebec,Sep-2021,5.9,$13.50
Quebec,Oct-2021,5.3,$13.50
Quebec,Nov-2021,4.5,$13.50
Quebec,Dec-2021,4.6,$13.50
Quebec,Jan-2022,5.0,$13.50
Quebec,Feb-2022,4.4,$13.50
Quebec,Mar-2022,4.2,$13.50
Quebec,Apr-2022,4.4,$13.50
Quebec,May-2022,4.4,$14.25
Quebec,Jun-2022,4.4,$14.25
Quebec,Jul-2022,4.1,$14.25
Quebec,Aug-2022,4.4,$14.25
Quebec,Sep-2022,4.4,$14.25
Quebec,Oct-2022,4.0,$14.25
Quebec,Nov-2022,3.9,$14.25
Quebec,Dec-2022,4.1,$14.25
Quebec,Jan-2023,4.0,$14.25
Quebec,Feb-2023,4.1,$14.25
Quebec,Mar-2023,4.3,$14.25
Quebec,Apr-2023,4.2,$14.25
Quebec,May-2023,4.1,$15.25
Quebec,Jun-2023,4.5,$15.25
Quebec,Jul-2023,4.5,$15.25
Quebec,Aug-2023,4.4,$15.25
Quebec,Sep-2023,4.5,$15.25
Quebec,Oct-2023,5.0,$15.25
Quebec,Nov-2023,5.2,$15.25
Quebec,Dec-2023,4.7,$15.25
Quebec,Jan-2024,4.5,$15.25
Quebec,Feb-2024,4.7,$15.25
Quebec,Mar-2024,5.0,$15.25
Quebec,Apr-2024,5.1,$15.25
Quebec,May-2024,5.1,$15.75
Ontario,Jan-1976,6.4,$2.40
Ontario,Feb-1976,6.1,$2.40
Ontario,Mar-1976,6.0,$2.40
Ontario,Apr-1976,5.9,$2.65
Ontario,May-1976,5.8,$2.65
Ontario,Jun-1976,5.8,$2.65
Ontario,Jul-1976,6.6,$2.65
Ontario,Aug-1976,6.1,$2.65
Ontario,Sep-1976,5.7,$2.65
Ontario,Oct-1976,6.4,$2.65
Ontario,Nov-1976,6.3,$2.65
Ontario,Dec-1976,6.6,$2.65
Ontario,Jan-1977,6.7,$2.65
Ontario,Feb-1977,7.0,$2.65
Ontario,Mar-1977,6.8,$2.65
Ontario,Apr-1977,6.9,$2.65
Ontario,May-1977,6.9,$2.65
Ontario,Jun-1977,6.7,$2.65
Ontario,Jul-1977,6.8,$2.65
Ontario,Aug-1977,7.1,$2.65
Ontario,Sep-1977,7.2,$2.65
Ontario,Oct-1977,7.0,$2.65
Ontario,Nov-1977,7.0,$2.65
Ontario,Dec-1977,7.2,$2.65
Ontario,Jan-1978,7.0,$2.65
Ontario,Feb-1978,7.0,$2.65
Ontario,Mar-1978,7.2,$2.65
Ontario,Apr-1978,7.2,$2.65
Ontario,May-1978,7.3,$2.65
Ontario,Jun-1978,7.2,$2.65
Ontario,Jul-1978,7.4,$2.65
Ontario,Aug-1978,7.1,$2.85
Ontario,Sep-1978,7.5,$2.85
Ontario,Oct-1978,7.1,$2.85
Ontario,Nov-1978,7.5,$2.85
Ontario,Dec-1978,7.4,$2.85
Ontario,Jan-1979,7.0,$3.00
Ontario,Feb-1979,6.8,$3.00
Ontario,Mar-1979,6.7,$3.00
Ontario,Apr-1979,6.8,$3.00
Ontario,May-1979,6.6,$3.00
Ontario,Jun-1979,6.6,$3.00
Ontario,Jul-1979,6.4,$3.00
Ontario,Aug-1979,6.5,$3.00
Ontario,Sep-1979,6.2,$3.00
Ontario,Oct-1979,6.6,$3.00
Ontario,Nov-1979,6.5,$3.00
Ontario,Dec-1979,6.2,$3.00
Ontario,Jan-1980,6.6,$3.00
Ontario,Feb-1980,6.6,$3.00
Ontario,Mar-1980,7.0,$3.00
Ontario,Apr-1980,7.2,$3.00
Ontario,May-1980,7.6,$3.00
Ontario,Jun-1980,7.2,$3.00
Ontario,Jul-1980,7.0,$3.00
Ontario,Aug-1980,7.1,$3.00
Ontario,Sep-1980,6.6,$3.00
Ontario,Oct-1980,6.5,$3.00
Ontario,Nov-1980,6.1,$3.00
Ontario,Dec-1980,6.6,$3.00
Ontario,Jan-1981,6.5,$3.00
Ontario,Feb-1981,6.4,$3.00
Ontario,Mar-1981,6.5,$3.00
Ontario,Apr-1981,6.3,$3.30
Ontario,May-1981,6.2,$3.30
Ontario,Jun-1981,6.4,$3.30
Ontario,Jul-1981,6.2,$3.30
Ontario,Aug-1981,6.0,$3.30
Ontario,Sep-1981,7.0,$3.30
Ontario,Oct-1981,7.1,$3.50
Ontario,Nov-1981,7.0,$3.50
Ontario,Dec-1981,7.5,$3.50
Ontario,Jan-1982,7.6,$3.50
Ontario,Feb-1982,7.8,$3.50
Ontario,Mar-1982,8.0,$3.50
Ontario,Apr-1982,8.3,$3.50
Ontario,May-1982,8.8,$3.50
Ontario,Jun-1982,9.5,$3.50
Ontario,Jul-1982,10.4,$3.50
Ontario,Aug-1982,10.5,$3.50
Ontario,Sep-1982,11.1,$3.50
Ontario,Oct-1982,11.8,$3.50
Ontario,Nov-1982,12.2,$3.50
Ontario,Dec-1982,12.4,$3.50
Ontario,Jan-1983,11.7,$3.50
Ontario,Feb-1983,11.8,$3.50
Ontario,Mar-1983,11.3,$3.50
Ontario,Apr-1983,11.4,$3.50
Ontario,May-1983,11.2,$3.50
Ontario,Jun-1983,10.9,$3.50
Ontario,Jul-1983,10.1,$3.50
Ontario,Aug-1983,9.8,$3.50
Ontario,Sep-1983,9.2,$3.50
Ontario,Oct-1983,9.2,$3.50
Ontario,Nov-1983,9.1,$3.50
Ontario,Dec-1983,9.1,$3.50
Ontario,Jan-1984,9.2,$3.50
Ontario,Feb-1984,9.1,$3.50
Ontario,Mar-1984,9.2,$3.85
Ontario,Apr-1984,9.3,$3.85
Ontario,May-1984,9.4,$3.85
Ontario,Jun-1984,8.7,$3.85
Ontario,Jul-1984,8.8,$3.85
Ontario,Aug-1984,9.0,$3.85
Ontario,Sep-1984,9.2,$3.85
Ontario,Oct-1984,8.5,$4.00
Ontario,Nov-1984,8.9,$4.00
Ontario,Dec-1984,8.6,$4.00
Ontario,Jan-1985,8.3,$4.00
Ontario,Feb-1985,8.3,$4.00
Ontario,Mar-1985,8.6,$4.00
Ontario,Apr-1985,8.4,$4.00
Ontario,May-1985,8.0,$4.00
Ontario,Jun-1985,8.0,$4.00
