Month-Year,Overnight money market financing
2001-02,5.4925
2001-03,5.0743967741935485
2001-04,4.876073333333333
2001-05,4.716961290322581
2001-06,4.493203333333333
2001-07,4.371803225806452
2001-08,4.208632258064516
2001-09,3.7567733333333333
2001-10,3.273203225806452
2001-11,2.673103333333333
2001-12,2.242251612903226
2002-01,2.1050032258064517
2002-02,1.9958035714285713
2002-03,1.9938387096774193
2002-04,2.1185266666666664
2002-05,2.246570967741935
2002-06,2.47188
2002-07,2.6245870967741936
2002-08,2.74348064516129
2002-09,2.7456766666666668
2002-10,2.744874193548387
2002-11,2.74496
2002-12,2.7431580645161286
2003-01,2.7438612903225805
2003-02,2.74505
2003-03,2.9705709677419354
2003-04,3.1261533333333333
2003-05,3.2413483870967745
2003-06,3.24424
2003-07,3.1091709677419352
2003-08,2.9998354838709678
2003-09,2.7643733333333333
2003-10,2.7490032258064514
2003-11,2.7477966666666664
2003-12,2.7478806451612905
2004-01,2.650283870967742
2004-02,2.496213793103448
2004-03,2.2556612903225806
2004-04,2.0970466666666665
2004-05,1.9983129032258065
2004-06,1.9989733333333333
2004-07,1.9989129032258064
2004-08,1.9990387096774194
2004-09,2.1898833333333334
2004-10,2.351864516129032
2004-11,2.49647
2004-12,2.498577419354839
2005-01,2.498661290322581
2005-02,2.495560714285714
2005-03,2.486493548387097
2005-04,2.492996666666667
2005-05,2.490638709677419
2005-06,2.49297
2005-07,2.4935774193548386
2005-08,2.4908451612903226
2005-09,2.692
2005-10,2.8510129032258065
2005-11,2.98521
2005-12,3.1956806451612905
2006-01,3.295583870967742
2006-02,3.4767035714285717
2006-03,3.6528870967741933
2006-04,3.78678
2006-05,4.0282
2006-06,4.236233333333334
2006-07,4.244716129032258
2006-08,4.224987096774194
2006-09,4.24354
2006-10,4.238577419354839
2006-11,4.2497533333333335
2006-12,4.253809677419355
2007-01,4.24431935483871
2007-02,4.236067857142857
2007-03,4.231170967741936
2007-04,4.251993333333333
2007-05,4.236209677419355
2007-06,4.25136
2007-07,4.433503225806452
2007-08,4.462690322580645
2007-09,4.443296666666667
2007-10,4.506964516129033
2007-11,4.503206666666667
2007-12,4.285493548387097
2008-01,4.170574193548387
2008-02,4.000893103448276
2008-03,3.5316870967741933
2008-04,3.3436466666666664
2008-05,3.001441935483871
2008-06,2.9952400000000003
2008-07,2.999641935483871
2008-08,3.0002161290322578
2008-09,2.99364
2008-10,2.5290677419354837
2008-11,2.24663
2008-12,1.6912387096774193
2009-01,1.3041516129032258
2009-02,0.9981571428571429
2009-03,0.5247870967741936
2009-04,0.41101
2009-05,0.2425774193548387
2009-06,0.24400333333333332
2009-07,0.24073548387096774
2009-08,0.24011935483870966
2009-09,0.24001666666666666
2009-10,0.24105806451612904
2009-11,0.24277666666666667
2009-12,0.24357096774193548
2010-01,0.2447774193548387
2010-02,0.24491785714285716
2010-03,0.2443935483870968
2010-04,0.24738999999999997
2010-05,0.24563225806451613
2010-06,0.4920333333333334
2010-07,0.5909354838709677
2010-08,0.7487677419354839
2010-09,0.9403133333333333
2010-10,0.9983225806451613
2010-11,0.9983799999999999
2010-12,0.9966709677419354
2011-01,0.9925774193548387
2011-02,0.9938035714285715
2011-03,0.9938612903225806
2011-04,0.9961933333333334
2011-05,0.9965451612903226
2011-06,0.9976533333333334
2011-07,0.9982516129032257
2011-08,0.9998903225806451
2011-09,0.99834
2011-10,1.0008870967741936
2011-11,0.9994066666666667
2011-12,0.9988645161290323
2012-01,0.9981645161290323
2012-02,0.9991344827586206
2012-03,0.9995709677419354
2012-04,1.00589
2012-05,1.000541935483871
2012-06,1.00065
2012-07,0.9989096774193549
2012-08,1.0016967741935483
2012-09,1.0013
2012-10,1.0007774193548387
2012-11,0.9999033333333334
2012-12,0.999783870967742
2013-01,1.001448387096774
2013-02,1.0041964285714287
2013-03,1.0054290322580646
2013-04,1.0041566666666666
2013-05,1.0043612903225807
2013-06,1.0101433333333334
2013-07,1.0069193548387096
2013-08,0.9984806451612903
2013-09,0.9979266666666666
2013-10,0.9992935483870968
2013-11,1.0026066666666666
2013-12,1.001174193548387
2014-01,0.9998064516129033
2014-02,0.997475
2014-03,0.9962806451612903
2014-04,0.9981266666666666
2014-05,0.9975548387096774
2014-06,0.9994566666666667
2014-07,1.0002709677419355
2014-08,1.0015870967741936
2014-09,1.0005766666666667
2014-10,1.0002645161290322
2014-11,1.00198
2014-12,1.0068193548387097
2015-01,0.9137870967741936
2015-02,0.758425
2015-03,0.7565774193548387
2015-04,0.7521466666666666
2015-05,0.7332903225806452
2015-06,0.74529
2015-07,0.6149612903225806
2015-08,0.5084354838709677
2015-09,0.5007533333333334
2015-10,0.5001387096774194
2015-11,0.49896999999999997
2015-12,0.5138290322580645
2016-01,0.5150096774193549
2016-02,0.5014655172413793
2016-03,0.4984677419354839
2016-04,0.5021766666666667
2016-05,0.5005290322580646
2016-06,0.5072800000000001
2016-07,0.5086129032258065
2016-08,0.49925161290322584
2016-09,0.49989666666666666
2016-10,0.4950322580645161
2016-11,0.49061666666666665
2016-12,0.4937967741935484
2017-01,0.49191612903225806
2017-02,0.4906607142857143
2017-03,0.4943741935483871
2017-04,0.4977266666666667
2017-05,0.49182580645161295
2017-06,0.49390999999999996
2017-07,0.6558225806451613
2017-08,0.7427806451612903
2017-09,0.95439
2017-10,0.9926774193548387
2017-11,0.9913966666666667
2017-12,0.9963387096774194
2018-01,1.1155032258064514
2018-02,1.2399428571428572
2018-03,1.2404193548387097
2018-04,1.2454533333333333
2018-05,1.245316129032258
2018-06,1.2480166666666668
2018-07,1.4163322580645161
2018-08,1.4963161290322582
2018-09,1.4969499999999998
2018-10,1.5622322580645163
2018-11,1.7468333333333335
2018-12,1.7503064516129032
2019-01,1.7485290322580644
2019-02,1.7472428571428573
2019-03,1.746567741935484
2019-04,1.7470566666666667
2019-05,1.7452516129032258
2019-06,1.74275
2019-07,1.746116129032258
2019-08,1.7478838709677418
2019-09,1.7468066666666668
2019-10,1.7481612903225805
2019-11,1.7484700000000002
2019-12,1.7481483870967742
2020-01,1.7485548387096774
2020-02,1.748706896551724
2020-03,0.962041935483871
2020-04,0.23600000000000002
2020-05,0.23008709677419353
2020-06,0.23823000000000003
2020-07,0.24305483870967742
2020-08,0.23846451612903227
2020-09,0.22866333333333333
2020-10,0.2320548387096774
2020-11,0.22393666666666664
2020-12,0.1972290322580645
2021-01,0.18218387096774194
2021-02,0.21268214285714285
2021-03,0.18039999999999998
2021-04,0.16015333333333331
2021-05,0.1819258064516129
2021-06,0.18669333333333335
2021-07,0.19062903225806452
2021-08,0.1993
2021-09,0.18729666666666667
2021-10,0.1965
2021-11,0.20274
2021-12,0.15379354838709677
2022-01,0.17540645161290322
2022-02,0.17158571428571429
2022-03,0.41279354838709675
2022-04,0.7161566666666667
2022-05,0.946674193548387
2022-06,1.4351500000000001
2022-07,2.0373451612903226
2022-08,2.4818870967741935
2022-09,3.0467166666666667
2022-10,3.3164354838709675
2022-11,3.7412133333333335
2022-12,4.136264516129033
2023-01,4.2922032258064515
2023-02,4.493964285714286
2023-03,4.491716129032258
2023-04,4.4920833333333325
2023-05,4.492951612903226
2023-06,4.68248
2023-07,4.893670967741936
2023-08,4.994187096774193
2023-09,4.992126666666667
2023-10,5.00031935483871
2023-11,5.015113333333333
2023-12,5.016867741935483
2024-01,5.027354838709678
2024-02,5.015365517241379
2024-03,5.003777419354838
2024-04,4.999233333333334
2024-05,5.002687096774194
2024-06,4.8053333333333335
2024-07,4.71078064516129
2024-08,4.5071
